date,c1_bid,c1_oi,c1_vol,c2_bid,c2_oi,c2_vol
2022-07-13,724.5,42.0,485.0,600.0,406728.0,103687.0
2022-07-14,,28.0,34.0,604.0,392505.0,102346.0
2022-07-15,604.25,387069.0,81572.0,603.75,575323.0,137877.0
2022-07-18,611.5,377535.0,75978.0,610.0,577162.0,124007.0
2022-07-19,597.0,378992.0,94156.0,594.5,584497.0,144918.0
2022-07-20,591.0,376298.0,76176.0,590.0,587820.0,105103.0
2022-07-21,574.0,377064.0,76755.0,575.0,591163.0,132230.0
2022-07-22,564.25,362849.0,95957.0,562.75,604665.0,153330.0
2022-07-25,578.0,356115.0,103447.0,583.75,606689.0,146016.0
2022-07-26,595.0,346375.0,95701.0,600.75,615267.0,140778.0
2022-07-27,598.25,342235.0,80955.0,605.0,615748.0,107222.0
2022-07-28,614.75,339446.0,72681.0,618.0,618363.0,110362.0
2022-07-29,616.0,336488.0,99164.0,620.0,621720.0,166129.0
2022-08-01,607.0,331112.0,91871.0,610.0,628536.0,134365.0
2022-08-02,591.25,325984.0,107008.0,590.0,632637.0,132700.0
2022-08-03,590.75,319106.0,101905.0,596.0,637083.0,132066.0
2022-08-04,601.0,306926.0,83780.0,606.0,644339.0,116030.0
2022-08-05,608.75,287757.0,125020.0,608.75,646973.0,153143.0
2022-08-08,607.5,252690.0,155070.0,608.5,646072.0,188122.0
2022-08-09,616.0,232509.0,142242.0,612.75,656333.0,183267.0
2022-08-10,621.0,209946.0,134330.0,619.0,669371.0,182513.0
2022-08-11,628.5,186157.0,112043.0,629.0,686678.0,145493.0
2022-08-12,639.0,175049.0,98631.0,639.0,691753.0,188062.0
2022-08-15,624.75,168211.0,56712.0,624.25,693685.0,120189.0
2022-08-16,611.0,161709.0,67190.0,610.0,695262.0,116066.0
2022-08-17,615.0,154523.0,49240.0,612.5,696508.0,94383.0
2022-08-18,616.0,146458.0,52153.0,615.75,696284.0,121799.0
2022-08-19,625.5,141894.0,51219.0,620.75,700115.0,84155.0
2022-08-22,633.0,134529.0,67378.0,628.25,706905.0,125041.0
2022-08-23,657.0,123266.0,95345.0,654.25,710927.0,250781.0
2022-08-24,664.25,113628.0,76015.0,655.75,715110.0,207890.0
2022-08-25,657.5,103507.0,78316.0,649.5,718891.0,183571.0
2022-08-26,669.75,69763.0,75544.0,661.0,725795.0,147031.0
2022-08-29,680.5,40541.0,86635.0,681.0,746500.0,211204.0
2022-08-30,678.0,17063.0,48457.0,677.75,753420.0,167467.0
2022-08-31,662.0,12048.0,7831.0,670.0,755694.0,140086.0
2022-09-01,655.0,6130.0,9013.0,658.0,751321.0,138118.0
2022-09-02,655.0,4908.0,2137.0,665.5,747399.0,82312.0
2022-09-06,675.0,4127.0,1289.0,675.75,752625.0,116558.0
2022-09-07,675.0,3225.0,1269.0,671.0,755519.0,146597.0
2022-09-08,630.75,2582.0,1219.0,668.0,743721.0,111176.0
2022-09-09,630.75,1683.0,1439.0,685.0,743320.0,107791.0
2022-09-12,700.0,651.0,1332.0,695.75,741296.0,192828.0
2022-09-13,661.0,88.0,607.0,691.0,740297.0,141872.0
2022-09-14,,,145.0,682.0,735796.0,117138.0
2022-09-15,677.0,731877.0,111789.0,680.0,211120.0,34459.0
2022-09-16,675.25,727996.0,121327.0,680.0,215108.0,31076.0
2022-09-19,677.5,726063.0,96685.0,683.0,216730.0,31149.0
2022-09-20,691.0,727926.0,123234.0,693.0,219251.0,28898.0
2022-09-21,685.0,724283.0,127215.0,690.0,220022.0,41065.0
2022-09-22,688.0,720874.0,97065.0,689.0,222579.0,29292.0
2022-09-23,676.5,715001.0,154393.0,680.0,226894.0,44822.0
2022-09-26,665.75,714401.0,140725.0,670.0,230865.0,37179.0
2022-09-27,668.0,708132.0,163167.0,672.0,234589.0,39933.0
2022-09-28,670.5,705977.0,137430.0,670.5,246554.0,50152.0
2022-09-29,668.5,695483.0,139450.0,675.0,251499.0,72091.0
2022-09-30,676.0,691225.0,253847.0,676.75,257373.0,80428.0
2022-10-03,680.0,682622.0,132393.0,685.25,261549.0,40113.0
2022-10-04,683.0,680674.0,119212.0,690.0,270191.0,44879.0
2022-10-05,684.0,674648.0,114315.0,690.5,276867.0,43633.0
2022-10-06,675.0,668523.0,128778.0,682.75,286590.0,55692.0
2022-10-07,682.5,669076.0,113581.0,689.75,293666.0,45727.0
2022-10-10,696.0,672693.0,201817.0,701.0,297858.0,81392.0
2022-10-11,693.25,664579.0,140432.0,698.25,306467.0,59572.0
2022-10-12,693.0,656518.0,180209.0,697.0,309814.0,76792.0
2022-10-13,697.75,650738.0,167244.0,700.25,319159.0,70742.0
2022-10-14,690.0,644829.0,108816.0,695.0,322919.0,39142.0
2022-10-17,683.0,641939.0,106164.0,689.75,325426.0,35483.0
2022-10-18,681.0,628792.0,147455.0,690.0,328273.0,62906.0
2022-10-19,678.0,622840.0,112233.0,684.5,330244.0,46260.0
2022-10-20,685.0,619898.0,134819.0,690.0,335745.0,62854.0
2022-10-21,684.0,621455.0,109021.0,688.0,339483.0,41986.0
2022-10-24,681.0,618936.0,119463.0,685.75,347266.0,45014.0
2022-10-25,686.0,618865.0,116661.0,689.0,353485.0,47305.0
2022-10-26,684.5,622279.0,106226.0,689.75,361992.0,53658.0
2022-10-27,681.25,619467.0,112300.0,687.0,366263.0,44545.0
2022-10-28,680.0,614003.0,115074.0,685.0,370581.0,43376.0
2022-10-31,688.5,603945.0,226696.0,690.5,374060.0,110458.0
2022-11-01,697.0,594496.0,146466.0,699.0,376655.0,75693.0
2022-11-02,687.0,582132.0,168334.0,688.75,380266.0,85352.0
2022-11-03,679.25,576342.0,123352.0,684.0,386054.0,67941.0
2022-11-04,680.25,570859.0,112564.0,686.0,389681.0,68372.0
2022-11-07,675.25,550552.0,162563.0,681.25,404244.0,96096.0
2022-11-08,667.0,505175.0,227158.0,672.0,425190.0,142801.0
2022-11-09,664.0,477202.0,246968.0,670.5,444247.0,158321.0
2022-11-10,653.5,444298.0,229081.0,659.0,460595.0,138874.0
2022-11-11,657.0,416611.0,233358.0,662.75,479269.0,161055.0
2022-11-14,657.0,373146.0,181567.0,660.0,483392.0,138971.0
2022-11-15,667.0,342967.0,234097.0,668.5,500637.0,185920.0
2022-11-16,665.0,327834.0,121435.0,667.0,509768.0,103805.0
2022-11-17,665.0,308766.0,138561.0,668.0,511817.0,104283.0
2022-11-18,666.0,290161.0,131275.0,669.0,526687.0,103477.0
2022-11-21,659.5,246295.0,143717.0,662.0,535954.0,115019.0
2022-11-22,657.5,225667.0,107549.0,660.0,545324.0,119012.0
2022-11-23,662.0,198388.0,104569.0,664.5,552019.0,119313.0
2022-11-25,667.25,132945.0,71244.0,670.25,566142.0,92752.0
2022-11-28,668.0,69502.0,149233.0,671.0,586995.0,184890.0
2022-11-29,665.0,18490.0,110381.0,669.0,604643.0,174783.0
2022-11-30,662.0,8855.0,18198.0,667.0,605064.0,120474.0
2022-12-01,650.5,5113.0,8565.0,659.5,599875.0,116810.0
2022-12-02,625.25,3105.0,5678.0,646.25,606152.0,205697.0
2022-12-05,625.0,2647.0,762.0,640.0,592080.0,144282.0
2022-12-06,629.0,1635.0,512.0,637.0,587608.0,145618.0
2022-12-07,625.0,1077.0,662.0,641.0,583861.0,128635.0
2022-12-08,630.5,667.0,425.0,642.0,581058.0,92963.0
2022-12-09,630.5,302.0,453.0,644.0,575976.0,104526.0
2022-12-12,630.5,219.0,263.0,654.0,569287.0,128466.0
2022-12-13,630.5,164.0,184.0,653.0,561541.0,123617.0
2022-12-14,,154.0,36.0,650.0,555777.0,92295.0
2022-12-15,653.0,551733.0,93735.0,649.5,185962.0,19406.0
2022-12-16,653.0,551224.0,66395.0,652.0,185102.0,18006.0
2022-12-19,647.0,547759.0,83168.0,646.0,185826.0,21961.0
2022-12-20,652.0,547278.0,91464.0,650.5,184193.0,19928.0
2022-12-21,662.0,549790.0,125592.0,660.0,182449.0,26722.0
2022-12-22,659.25,547696.0,79924.0,656.0,181985.0,14745.0
2022-12-23,665.75,546663.0,94496.0,662.0,180766.0,29067.0
2022-12-27,674.0,549718.0,123172.0,672.0,181271.0,22094.0
2022-12-28,682.25,558195.0,122193.0,681.5,182706.0,24436.0
2022-12-29,678.0,557481.0,104937.0,673.0,188864.0,26887.0
2022-12-30,675.0,559710.0,90321.0,675.5,189921.0,20468.0
2023-01-03,670.0,548581.0,155538.0,665.75,195498.0,41369.0
2023-01-04,654.0,534711.0,175762.0,654.0,194271.0,49067.0
2023-01-05,654.5,522405.0,138833.0,650.75,198221.0,48054.0
2023-01-06,654.0,513470.0,114158.0,653.25,198210.0,36585.0
2023-01-09,652.0,504863.0,112236.0,652.75,200853.0,38453.0
2023-01-10,654.25,504361.0,181158.0,654.5,204584.0,52282.0
2023-01-11,655.5,494585.0,110880.0,655.0,209962.0,37887.0
2023-01-12,670.75,498373.0,242526.0,668.0,214532.0,73325.0
2023-01-13,674.0,497357.0,158823.0,670.25,222875.0,58930.0
2023-01-17,685.0,503207.0,179918.0,679.0,229705.0,60119.0
2023-01-18,680.0,508135.0,175374.0,676.5,234035.0,56949.0
2023-01-19,677.25,511762.0,149959.0,675.25,235466.0,61274.0
2023-01-20,675.25,500919.0,134978.0,672.75,244631.0,55569.0
2023-01-23,666.5,490095.0,184766.0,664.0,248640.0,58029.0
2023-01-24,676.75,486758.0,165294.0,675.25,257666.0,67121.0
2023-01-25,674.0,479260.0,126030.0,673.0,259836.0,52400.0
2023-01-26,681.0,483153.0,146553.0,677.25,265611.0,61859.0
2023-01-27,681.0,479989.0,141239.0,671.25,269941.0,86479.0
2023-01-30,683.0,471123.0,127942.0,678.0,277012.0,60953.0
2023-01-31,677.75,461974.0,161229.0,675.25,282846.0,68127.0
2023-02-01,681.0,450691.0,144367.0,678.5,287638.0,81852.0
2023-02-02,674.5,443288.0,149905.0,672.5,296414.0,85767.0
2023-02-03,676.5,436303.0,124847.0,670.5,298106.0,62679.0
2023-02-06,677.5,423594.0,123611.0,675.25,305783.0,65212.0
2023-02-07,674.0,408218.0,149454.0,673.0,318673.0,100541.0
2023-02-08,678.0,403295.0,223791.0,676.0,319423.0,152699.0
2023-02-09,670.75,372678.0,214275.0,669.25,350969.0,153515.0
2023-02-10,680.0,358958.0,226648.0,675.0,377040.0,154271.0
2023-02-13,684.0,346403.0,193009.0,680.0,405974.0,155850.0
2023-02-14,682.0,327862.0,137226.0,679.0,416061.0,101942.0
2023-02-15,676.0,305797.0,116550.0,673.75,427505.0,77269.0
2023-02-16,675.0,277433.0,134971.0,675.0,454578.0,108632.0
2023-02-17,677.75,241448.0,144084.0,675.0,473492.0,121915.0
2023-02-21,679.75,194392.0,156078.0,680.0,493354.0,163338.0
2023-02-22,674.0,157723.0,114787.0,674.0,501057.0,125715.0
2023-02-23,660.25,115709.0,173384.0,660.0,515962.0,267746.0
2023-02-24,650.0,64642.0,146407.0,650.0,505854.0,275007.0
2023-02-27,643.5,16999.0,105656.0,643.5,522700.0,222500.0
2023-02-28,630.0,7897.0,15545.0,630.0,525676.0,215887.0
2023-03-01,641.0,4542.0,5431.0,637.0,527219.0,251453.0
2023-03-02,629.5,3422.0,1871.0,633.5,528974.0,176883.0
2023-03-03,645.25,2579.0,1043.0,640.0,524464.0,124389.0
2023-03-06,641.0,2347.0,369.0,637.0,518003.0,110482.0
2023-03-07,640.0,1800.0,702.0,635.0,516969.0,101173.0
2023-03-08,623.0,1278.0,808.0,625.5,516552.0,161081.0
2023-03-09,620.0,824.0,597.0,613.0,523246.0,223647.0
2023-03-10,615.0,442.0,540.0,617.0,519612.0,142248.0
2023-03-13,624.0,159.0,542.0,610.0,510901.0,141049.0
2023-03-14,,55.0,120.0,621.0,508014.0,153530.0
2023-03-15,627.0,503287.0,156411.0,612.0,341459.0,80308.0
2023-03-16,632.0,502447.0,167311.0,614.25,344735.0,101739.0
2023-03-17,634.0,500488.0,141477.0,617.0,349792.0,79435.0
2023-03-20,632.0,493243.0,115794.0,613.0,352937.0,52271.0
2023-03-21,630.0,490922.0,133312.0,611.25,358250.0,82328.0
2023-03-22,633.0,489754.0,154747.0,611.0,363256.0,100209.0
2023-03-23,630.0,489628.0,186439.0,610.5,367624.0,105503.0
2023-03-24,642.5,477432.0,191256.0,620.0,367148.0,107005.0
2023-03-27,646.25,472122.0,145573.0,625.0,370751.0,93582.0
2023-03-28,645.0,460883.0,135236.0,629.0,373460.0,89081.0
2023-03-29,649.75,449550.0,156693.0,630.0,373548.0,104472.0
2023-03-30,649.0,440957.0,119486.0,627.25,379360.0,77526.0
2023-03-31,658.5,428034.0,201892.0,637.0,381379.0,147976.0
2023-04-03,656.75,422481.0,153870.0,635.25,384674.0,108786.0
2023-04-04,653.75,412455.0,140103.0,628.0,381475.0,102240.0
2023-04-05,652.25,403101.0,143556.0,626.5,379811.0,101162.0
2023-04-06,643.5,396753.0,132983.0,619.0,391988.0,92395.0
2023-04-07,643.5,396306.0,,619.0,391982.0,
2023-04-10,653.0,373931.0,150098.0,627.25,400313.0,119716.0
2023-04-11,651.0,342892.0,200256.0,627.5,432150.0,175051.0
2023-04-12,655.5,318692.0,150111.0,628.0,446102.0,129867.0
2023-04-13,651.5,292437.0,147150.0,625.0,471329.0,133764.0
2023-04-14,665.25,268362.0,154000.0,634.75,497883.0,140985.0
2023-04-17,676.0,244287.0,146895.0,641.5,495337.0,134404.0
2023-04-18,676.0,230387.0,130891.0,641.0,501202.0,141155.0
2023-04-19,672.0,209140.0,114514.0,635.5,509436.0,133596.0
2023-04-20,663.75,188846.0,120915.0,625.0,517630.0,165632.0
2023-04-21,661.0,146101.0,127468.0,616.0,535854.0,195001.0
2023-04-24,652.0,102694.0,134977.0,607.5,531453.0,223860.0
2023-04-25,648.0,77812.0,100633.0,607.75,530493.0,186483.0
2023-04-26,642.0,49429.0,65293.0,601.0,525554.0,145390.0
2023-04-27,628.25,19964.0,59707.0,582.25,530952.0,262135.0
2023-04-28,630.0,11302.0,13722.0,585.0,535918.0,239363.0
2023-05-01,639.5,9675.0,2753.0,584.5,540125.0,159586.0
2023-05-02,631.0,6620.0,5508.0,578.75,544056.0,153683.0
2023-05-03,635.0,5041.0,2081.0,588.0,540419.0,170044.0
2023-05-04,643.25,3759.0,2272.0,588.0,543544.0,140182.0
2023-05-05,652.75,2894.0,1223.0,596.5,540720.0,117948.0
2023-05-08,657.0,2361.0,677.0,594.75,540474.0,117348.0
2023-05-09,642.0,1390.0,1588.0,585.0,542381.0,163762.0
2023-05-10,640.0,875.0,1067.0,591.0,533680.0,172509.0
2023-05-11,620.0,240.0,987.0,580.75,531343.0,140276.0
2023-05-12,,45.0,237.0,583.0,532654.0,169418.0
2023-05-15,592.0,520472.0,164174.0,517.0,257212.0,73918.0
2023-05-16,581.5,522405.0,133849.0,502.75,258532.0,59683.0
2023-05-17,561.0,516282.0,265000.0,494.0,261034.0,109339.0
2023-05-18,554.75,502981.0,181018.0,494.0,266808.0,84092.0
2023-05-19,555.0,501144.0,183019.0,491.0,266619.0,107316.0
2023-05-22,570.0,501555.0,148542.0,504.0,270175.0,63151.0
2023-05-23,577.5,496433.0,133375.0,510.0,276633.0,58076.0
2023-05-24,587.25,495187.0,152816.0,510.0,286408.0,75077.0
2023-05-25,590.0,494567.0,145545.0,510.0,293713.0,66933.0
2023-05-26,604.0,481348.0,178644.0,522.0,301258.0,81011.0
2023-05-30,595.0,478674.0,176207.0,519.0,306577.0,82798.0
2023-05-31,594.0,477075.0,170159.0,516.0,316085.0,78627.0
2023-06-01,591.75,461380.0,153589.0,523.0,321144.0,73162.0
2023-06-02,605.0,455755.0,199864.0,533.5,326137.0,87286.0
2023-06-05,600.0,436455.0,168376.0,530.0,330745.0,64878.0
2023-06-06,605.0,422317.0,185929.0,530.25,337967.0,91378.0
2023-06-07,602.5,395424.0,174301.0,525.0,346120.0,101533.0
2023-06-08,608.75,374973.0,178765.0,526.0,352474.0,116618.0
2023-06-09,604.0,350762.0,174688.0,524.0,361873.0,100227.0
2023-06-12,617.0,324757.0,208159.0,540.0,369733.0,124355.0
2023-06-13,611.0,292224.0,202991.0,545.0,386489.0,153731.0
2023-06-14,610.0,266227.0,187535.0,543.0,381347.0,142040.0
2023-06-15,620.0,241605.0,194030.0,567.0,384176.0,159383.0
2023-06-16,638.75,220592.0,223694.0,584.5,391687.0,189708.0
2023-06-20,643.0,197590.0,151986.0,592.0,392781.0,132596.0
2023-06-21,667.25,180382.0,150762.0,621.25,401022.0,148071.0
2023-06-22,660.0,167124.0,117760.0,615.0,409858.0,119695.0
2023-06-23,630.75,118769.0,142972.0,583.75,419761.0,156537.0
2023-06-26,637.0,95709.0,117529.0,585.25,436432.0,144640.0
2023-06-27,623.0,67870.0,93042.0,556.0,435528.0,164190.0
2023-06-28,591.0,27220.0,89617.0,534.75,444044.0,199310.0
2023-06-29,578.25,9069.0,42588.0,523.0,449670.0,131752.0
2023-06-30,560.0,5233.0,6458.0,488.5,457829.0,199016.0
2023-07-03,552.0,4241.0,1610.0,488.0,460252.0,113417.0
2023-07-05,540.25,2882.0,1921.0,485.0,452155.0,130702.0
2023-07-06,566.5,2181.0,1410.0,500.0,447126.0,101908.0
2023-07-07,555.0,1241.0,1322.0,488.5,431820.0,75169.0
2023-07-10,555.25,1007.0,518.0,492.0,425046.0,76776.0
2023-07-11,540.0,565.0,789.0,494.25,416607.0,85646.0
2023-07-12,547.5,143.0,713.0,476.0,419614.0,144147.0
2023-07-13,540.0,56.0,129.0,493.25,416582.0,94238.0
2023-07-14,,39.0,83.0,507.0,415066.0,107632.0
2023-07-17,497.0,413015.0,87969.0,506.5,567007.0,158671.0
2023-07-18,525.0,409424.0,132495.0,532.0,570757.0,239502.0
2023-07-19,540.75,402527.0,193393.0,550.0,569849.0,352033.0
2023-07-20,537.0,398589.0,123962.0,546.0,576124.0,196636.0
2023-07-21,526.5,390162.0,121026.0,536.25,582772.0,168336.0
2023-07-24,556.0,384009.0,115440.0,568.5,585055.0,219717.0
2023-07-25,557.0,378385.0,104803.0,564.5,582660.0,158025.0
2023-07-26,540.0,379972.0,106980.0,549.0,589581.0,141413.0
2023-07-27,532.75,381658.0,95908.0,542.25,602300.0,133794.0
2023-07-28,521.0,375478.0,90547.0,530.5,607036.0,152886.0
2023-07-31,504.0,375770.0,111158.0,513.25,603870.0,165409.0
2023-08-01,497.0,377090.0,116230.0,507.5,610425.0,161799.0
2023-08-02,488.5,368394.0,158406.0,500.0,595118.0,239214.0
2023-08-03,480.75,362535.0,101378.0,495.0,590256.0,153402.0
2023-08-04,484.0,357545.0,96911.0,498.0,591547.0,147093.0
2023-08-07,482.0,323834.0,164880.0,497.0,596526.0,197391.0
2023-08-08,485.0,304574.0,124554.0,498.5,601357.0,148414.0
2023-08-09,480.5,285520.0,120224.0,495.0,599257.0,150704.0
2023-08-10,483.0,269016.0,93318.0,496.0,602653.0,116399.0
2023-08-11,475.5,241506.0,174425.0,487.0,616390.0,258751.0
2023-08-14,475.0,239969.0,73606.0,486.5,621677.0,117460.0
2023-08-15,462.0,229833.0,89967.0,475.0,636717.0,147687.0
2023-08-16,469.75,231858.0,70843.0,482.0,650755.0,126939.0
2023-08-17,472.25,222480.0,69172.0,486.25,657573.0,109612.0
2023-08-18,478.0,214865.0,66477.0,492.5,661511.0,112802.0
2023-08-21,470.0,203659.0,74711.0,481.5,660695.0,148221.0
2023-08-22,467.75,195844.0,72976.0,480.0,660982.0,130499.0
2023-08-23,476.0,179898.0,84523.0,489.0,665541.0,137734.0
2023-08-24,471.0,160426.0,85162.0,487.25,673960.0,159873.0
2023-08-25,469.5,109984.0,84408.0,487.5,679533.0,134901.0
2023-08-28,478.0,81835.0,87576.0,496.25,686177.0,139743.0
2023-08-29,469.5,47015.0,98795.0,487.0,682661.0,177417.0
2023-08-30,460.0,10395.0,74605.0,481.0,691876.0,192731.0
2023-08-31,461.0,4839.0,12073.0,478.0,699873.0,147281.0
2023-09-01,461.25,3161.0,3311.0,481.5,705496.0,100839.0
2023-09-05,463.25,1971.0,1553.0,486.0,704007.0,125749.0
2023-09-06,472.0,1306.0,841.0,485.0,714070.0,113919.0
2023-09-07,,915.0,741.0,486.0,713945.0,109792.0
2023-09-08,,705.0,233.0,482.25,709844.0,106651.0
2023-09-11,,319.0,430.0,485.0,709805.0,133254.0
2023-09-12,460.5,169.0,174.0,476.25,714371.0,198455.0
2023-09-13,,83.0,120.0,482.0,710648.0,152906.0
2023-09-14,,4.0,94.0,479.75,704469.0,113552.0
2023-09-15,475.25,702175.0,110377.0,490.0,234248.0,39853.0
2023-09-18,472.0,712080.0,143316.0,485.5,234466.0,43454.0
2023-09-19,475.25,718227.0,139647.0,489.75,237016.0,45570.0
2023-09-20,481.0,726529.0,162298.0,495.5,242233.0,69683.0
2023-09-21,475.0,730978.0,115196.0,491.0,244141.0,42863.0
2023-09-22,477.0,732497.0,88610.0,492.25,247291.0,31711.0
2023-09-25,481.0,735512.0,101591.0,495.75,250168.0,29903.0
2023-09-26,479.75,736270.0,117585.0,495.0,250316.0,36869.0
2023-09-27,483.5,737302.0,125713.0,499.0,251342.0,41309.0
2023-09-28,487.75,735785.0,114318.0,502.0,252971.0,27833.0
2023-09-29,477.0,737107.0,209423.0,491.5,255047.0,60350.0
2023-10-02,487.5,743517.0,159224.0,502.0,258136.0,37663.0
2023-10-03,487.5,736568.0,138101.0,503.0,259742.0,50523.0
2023-10-04,485.5,731143.0,129880.0,500.75,262065.0,50374.0
2023-10-05,496.0,719175.0,186342.0,510.75,263961.0,61886.0
2023-10-06,492.0,711413.0,125225.0,508.0,265222.0,35685.0
2023-10-09,488.0,701982.0,115532.0,503.5,271952.0,43565.0
2023-10-10,485.25,696227.0,110081.0,501.0,281200.0,43946.0
2023-10-11,487.75,692075.0,102590.0,503.0,288040.0,36444.0
2023-10-12,495.0,671450.0,208365.0,510.0,296025.0,65287.0
2023-10-13,493.5,665444.0,138232.0,508.5,300827.0,47743.0
2023-10-16,489.75,655706.0,113486.0,504.0,304727.0,43577.0
2023-10-17,488.5,652884.0,102031.0,507.0,309277.0,35585.0
2023-10-18,492.0,645649.0,119274.0,507.0,314837.0,36878.0
2023-10-19,503.5,660223.0,279440.0,515.25,341123.0,157505.0
2023-10-20,492.5,639801.0,264540.0,509.0,351905.0,131190.0
2023-10-23,490.0,631771.0,126442.0,504.75,356104.0,44155.0
2023-10-24,483.75,627459.0,161081.0,498.5,360594.0,57107.0
2023-10-25,480.0,627519.0,177281.0,494.5,363163.0,67368.0
2023-10-26,479.25,613603.0,190730.0,493.0,365797.0,91469.0
2023-10-27,479.25,617030.0,126300.0,495.25,364956.0,49663.0
2023-10-30,478.25,610452.0,136565.0,492.5,370184.0,58288.0
2023-10-31,478.75,604103.0,136045.0,493.0,376486.0,67164.0
2023-11-01,475.0,604646.0,180119.0,490.0,381297.0,76750.0
2023-11-02,470.0,592749.0,202193.0,485.0,381984.0,104993.0
2023-11-03,477.0,588922.0,200217.0,492.25,382523.0,87032.0
2023-11-06,477.0,579149.0,131646.0,492.0,388154.0,68103.0
2023-11-07,469.0,555808.0,215810.0,484.0,410301.0,138203.0
2023-11-08,475.0,525297.0,322782.0,490.0,427127.0,228214.0
2023-11-09,468.0,509630.0,257163.0,482.75,441040.0,197547.0
2023-11-10,463.25,494163.0,230543.0,479.5,451579.0,167474.0
2023-11-13,477.0,466121.0,249727.0,490.75,478663.0,167509.0
2023-11-14,477.5,448042.0,183143.0,494.0,489279.0,132800.0
2023-11-15,471.0,419785.0,245509.0,488.5,520627.0,188610.0
2023-11-16,473.0,389947.0,182325.0,492.25,541247.0,139095.0
2023-11-17,467.0,368084.0,132235.0,485.25,555964.0,106976.0
2023-11-20,469.0,347630.0,139825.0,488.0,564366.0,111050.0
2023-11-21,469.5,316296.0,173228.0,487.0,584025.0,142275.0
2023-11-22,468.0,286657.0,126935.0,487.5,599416.0,131956.0
2023-11-24,463.75,214856.0,113555.0,482.5,613078.0,109596.0
2023-11-27,455.5,155173.0,180939.0,475.5,631422.0,211127.0
2023-11-28,450.5,81497.0,181371.0,473.75,645229.0,263235.0
2023-11-29,447.0,10547.0,139560.0,475.75,672269.0,257318.0
2023-11-30,458.0,4098.0,14188.0,481.75,670523.0,189360.0
2023-12-01,456.75,2573.0,3312.0,484.5,668131.0,144247.0
2023-12-04,470.0,1691.0,1925.0,485.0,667527.0,121319.0
2023-12-05,456.0,938.0,639.0,489.75,665869.0,136197.0
2023-12-06,461.5,711.0,347.0,484.0,658416.0,143848.0
2023-12-07,455.0,690.0,322.0,487.0,654529.0,104157.0
2023-12-08,455.0,670.0,319.0,485.25,649305.0,122550.0
2023-12-11,455.0,591.0,379.0,481.5,645377.0,116266.0
2023-12-12,462.5,290.0,265.0,484.5,643832.0,100301.0
2023-12-13,453.25,322.0,256.0,480.5,637088.0,130775.0
2023-12-14,,8.0,10.0,479.25,634529.0,106424.0
2023-12-15,482.0,636711.0,108554.0,494.5,165590.0,29297.0
2023-12-18,477.0,632060.0,129446.0,490.0,164614.0,39914.0
2023-12-19,472.5,636285.0,130033.0,485.0,164957.0,28898.0
2023-12-20,469.75,635146.0,131027.0,482.5,164743.0,32895.0
2023-12-21,472.0,633390.0,108597.0,484.5,166409.0,30332.0
2023-12-22,472.0,630668.0,80484.0,484.5,169368.0,28256.0
2023-12-26,479.5,627507.0,114198.0,493.0,170905.0,25122.0
2023-12-27,476.25,629538.0,107950.0,488.5,173760.0,25718.0
2023-12-28,474.0,627543.0,99398.0,486.0,174940.0,20156.0
2023-12-29,471.0,632023.0,109649.0,483.5,177231.0,24648.0
2024-01-02,464.25,636886.0,187193.0,477.5,183774.0,48784.0
2024-01-03,465.0,641667.0,147913.0,477.5,184799.0,40707.0
2024-01-04,466.5,648146.0,127034.0,479.0,184538.0,31593.0
2024-01-05,461.5,651949.0,151589.0,473.75,188886.0,43857.0
2024-01-08,455.0,657079.0,214324.0,467.0,194662.0,53251.0
2024-01-09,459.0,653038.0,215153.0,471.5,203481.0,79952.0
2024-01-10,459.0,651044.0,193507.0,470.75,211752.0,66817.0
2024-01-11,457.0,647650.0,165189.0,468.5,221153.0,55534.0
2024-01-12,447.0,651194.0,314095.0,460.25,232077.0,96235.0
2024-01-16,443.0,654605.0,175650.0,455.0,240623.0,51735.0
2024-01-17,442.0,658109.0,205711.0,453.75,251085.0,70045.0
2024-01-18,444.0,652459.0,180948.0,454.25,263903.0,75538.0
2024-01-19,444.25,658556.0,148101.0,456.0,275799.0,64616.0
2024-01-22,445.75,659790.0,112771.0,455.75,278478.0,40277.0
2024-01-23,446.0,662400.0,152301.0,457.0,284013.0,68953.0
2024-01-24,451.0,665707.0,156004.0,462.0,284451.0,71520.0
2024-01-25,451.0,662702.0,169289.0,460.0,283627.0,81817.0
2024-01-26,446.5,655972.0,135726.0,455.0,286555.0,51684.0
2024-01-29,439.5,653937.0,203565.0,450.0,289649.0,90722.0
2024-01-30,447.0,647869.0,194898.0,458.0,291050.0,69395.0
2024-01-31,448.0,652302.0,135485.0,457.75,294132.0,55424.0
2024-02-01,446.0,639995.0,153724.0,457.25,295245.0,88273.0
2024-02-02,442.5,628058.0,129450.0,453.25,302062.0,58992.0
2024-02-05,442.75,621685.0,137664.0,454.0,309664.0,59867.0
2024-02-06,438.5,594080.0,193360.0,449.5,318445.0,114462.0
2024-02-07,434.25,557750.0,245418.0,446.25,338498.0,150030.0
2024-02-08,433.0,525360.0,222878.0,445.0,359000.0,141632.0
2024-02-09,430.0,494428.0,206271.0,443.0,380934.0,136375.0
2024-02-12,430.0,451019.0,198795.0,442.0,415392.0,133709.0
2024-02-13,431.25,429166.0,182682.0,443.0,441139.0,133841.0
2024-02-14,423.75,390325.0,230224.0,437.0,462102.0,150646.0
