date,s1_bid,s1_oi,s1_vol,s2_bid,s2_oi,s2_vol
2022-06-14,1702.0,178104.0,100752.0,1616.5,45674.0,23469.0
2022-06-15,1689.0,167967.0,101623.0,1605.75,47896.0,18774.0
2022-06-16,1709.5,161674.0,70574.0,1630.75,49545.0,13235.0
2022-06-17,1700.25,151403.0,84650.0,1620.0,51170.0,19693.0
2022-06-21,1675.5,136610.0,100676.0,1594.0,51721.0,22240.0
2022-06-22,1654.0,120207.0,102256.0,1564.5,55381.0,28464.0
2022-06-23,1592.0,110711.0,128173.0,1500.0,54545.0,41287.0
2022-06-24,1603.5,73111.0,92486.0,1525.0,54350.0,27161.0
2022-06-27,1629.5,50439.0,69643.0,1527.75,56858.0,35648.0
2022-06-28,1666.5,28114.0,59698.0,1552.0,63630.0,49475.0
2022-06-29,1666.5,12916.0,35558.0,1562.0,68085.0,42356.0
2022-06-30,1665.0,9175.0,6466.0,1560.0,67402.0,35532.0
2022-07-01,1620.0,5106.0,5313.0,1512.25,67297.0,31167.0
2022-07-05,1572.0,3465.0,2235.0,1440.0,65010.0,33910.0
2022-07-06,1570.0,1696.0,2309.0,1446.0,64600.0,25138.0
2022-07-07,1580.0,1088.0,744.0,1479.0,63170.0,31878.0
2022-07-08,1595.0,773.0,399.0,1513.25,62223.0,24739.0
2022-07-11,1632.5,456.0,384.0,1519.5,59839.0,22527.0
2022-07-12,1590.0,108.0,395.0,1468.0,56782.0,26782.0
2022-07-13,1570.0,65.0,60.0,1475.0,56082.0,20230.0
2022-07-14,,6.0,21.0,1470.0,55353.0,23094.0
2022-07-15,1456.0,53370.0,22609.0,1345.0,22861.0,6943.0
2022-07-18,1484.25,52384.0,22423.0,1384.25,23390.0,8832.0
2022-07-19,1478.0,52336.0,19403.0,1371.75,23248.0,8554.0
2022-07-20,1445.0,51828.0,26111.0,1351.0,23504.0,9140.0
2022-07-21,1418.0,49879.0,27254.0,1314.75,24636.0,11410.0
2022-07-22,1410.0,31724.0,27240.0,1306.0,24444.0,13054.0
2022-07-25,1463.0,28478.0,24846.0,1351.0,25790.0,18226.0
2022-07-26,1516.0,19556.0,28936.0,1388.0,27009.0,23102.0
2022-07-27,1576.0,11077.0,31657.0,1417.5,30248.0,30684.0
2022-07-28,1597.0,4895.0,14499.0,1467.0,32581.0,26009.0
2022-07-29,1619.0,2635.0,4783.0,1495.75,35098.0,31109.0
2022-08-01,1563.0,2012.0,1378.0,1417.25,34070.0,23924.0
2022-08-02,1573.0,1387.0,1342.0,1400.0,33138.0,23005.0
2022-08-03,1545.75,879.0,872.0,1405.75,32352.0,15039.0
2022-08-04,1545.75,575.0,396.0,1461.0,33104.0,24346.0
2022-08-05,1560.0,427.0,240.0,1452.0,31935.0,19469.0
2022-08-08,1604.5,307.0,350.0,1453.5,31177.0,12337.0
2022-08-09,1672.5,231.0,427.0,1512.25,30598.0,24357.0
2022-08-10,1663.0,98.0,239.0,1497.25,30325.0,24068.0
2022-08-11,1682.5,29.0,93.0,1514.25,28677.0,14757.0
2022-08-12,,15.0,21.0,1523.5,26809.0,17217.0
2022-08-15,1495.0,26091.0,13073.0,1409.0,317804.0,114275.0
2022-08-16,1447.0,24226.0,12286.0,1379.0,314354.0,93291.0
2022-08-17,1472.0,23460.0,8838.0,1389.0,312741.0,71049.0
2022-08-18,1486.0,23071.0,8579.0,1401.5,311481.0,81698.0
2022-08-19,1482.5,23070.0,5821.0,1401.5,310177.0,64962.0
2022-08-22,1519.0,23069.0,10433.0,1430.0,312754.0,103045.0
2022-08-23,1558.0,23429.0,13082.0,1460.0,313884.0,135174.0
2022-08-24,1551.0,21965.0,12242.0,1457.0,313654.0,121782.0
2022-08-25,1550.75,19660.0,9648.0,1431.5,311541.0,110359.0
2022-08-26,1606.0,7712.0,14850.0,1459.0,315851.0,95204.0
2022-08-29,1520.0,3579.0,11281.0,1437.75,316874.0,94429.0
2022-08-30,1454.25,1071.0,4540.0,1432.0,318298.0,81730.0
2022-08-31,1488.0,832.0,578.0,1420.0,320211.0,77314.0
2022-09-01,1454.25,899.0,697.0,1395.0,316188.0,89549.0
2022-09-02,1454.25,856.0,123.0,1416.0,316105.0,66349.0
2022-09-06,1485.25,794.0,82.0,1399.0,308317.0,97907.0
2022-09-07,1450.0,743.0,54.0,1381.25,311935.0,123177.0
2022-09-08,1450.0,702.0,59.0,1393.0,309696.0,87702.0
2022-09-09,1450.0,695.0,9.0,1408.0,310158.0,77088.0
2022-09-12,1472.5,685.0,25.0,1485.5,319758.0,161988.0
2022-09-13,1424.0,520.0,170.0,1477.0,323587.0,141611.0
2022-09-14,,322.0,201.0,1456.5,327835.0,110615.0
2022-09-15,1449.5,328423.0,100629.0,1458.0,102933.0,32266.0
2022-09-16,1446.0,323470.0,85172.0,1445.0,104284.0,23172.0
2022-09-19,1461.25,319329.0,88514.0,1466.0,107959.0,28373.0
2022-09-20,1471.0,316262.0,107521.0,1460.5,113791.0,38605.0
2022-09-21,1460.0,312289.0,95500.0,1466.75,122198.0,38505.0
2022-09-22,1457.0,310938.0,115426.0,1458.0,128950.0,40722.0
2022-09-23,1425.75,310775.0,120138.0,1425.75,133467.0,35895.0
2022-09-26,1410.0,312951.0,125611.0,1413.0,142905.0,49551.0
2022-09-27,1408.0,314398.0,144461.0,1412.0,150197.0,52053.0
2022-09-28,1408.0,315173.0,153869.0,1406.0,156736.0,62777.0
2022-09-29,1410.0,294956.0,157471.0,1416.75,143932.0,84901.0
2022-09-30,1366.5,295089.0,185769.0,1380.0,144446.0,70261.0
2022-10-03,1374.0,284749.0,122444.0,1384.0,144417.0,49092.0
2022-10-04,1383.0,281724.0,119917.0,1390.0,148726.0,51687.0
2022-10-05,1369.0,280071.0,108763.0,1379.75,149199.0,42867.0
2022-10-06,1358.0,276091.0,110344.0,1365.0,150452.0,55248.0
2022-10-07,1365.0,264876.0,140543.0,1375.25,156187.0,78851.0
2022-10-10,1370.0,264541.0,196819.0,1387.0,170522.0,85174.0
2022-10-11,1369.0,254818.0,126082.0,1386.0,176241.0,63256.0
2022-10-12,1390.0,246335.0,220285.0,1402.75,188708.0,125375.0
2022-10-13,1394.0,230409.0,145762.0,1405.0,196705.0,90499.0
2022-10-14,1383.25,227265.0,123738.0,1391.75,204208.0,69354.0
2022-10-17,1383.75,222927.0,116449.0,1392.75,209171.0,67903.0
2022-10-18,1368.0,215824.0,143267.0,1377.0,214178.0,90377.0
2022-10-19,1371.5,206325.0,105181.0,1382.0,219766.0,66078.0
2022-10-20,1389.25,187485.0,130958.0,1400.0,221617.0,71513.0
2022-10-21,1393.25,157027.0,116214.0,1409.0,225402.0,68703.0
2022-10-24,1370.0,135315.0,118812.0,1382.25,233744.0,97491.0
2022-10-25,1380.0,113721.0,98749.0,1392.0,238678.0,95739.0
2022-10-26,1380.75,76501.0,107710.0,1392.0,241316.0,123276.0
2022-10-27,1382.0,48312.0,79221.0,1393.25,241534.0,121756.0
2022-10-28,1380.0,10179.0,66790.0,1393.25,245887.0,142052.0
2022-10-31,1399.0,4458.0,10073.0,1417.0,247860.0,111149.0
2022-11-01,1433.0,2895.0,5327.0,1445.0,259647.0,127557.0
2022-11-02,1415.0,2411.0,2357.0,1453.0,258154.0,99926.0
2022-11-03,1415.0,1699.0,989.0,1436.0,256837.0,86407.0
2022-11-04,1431.0,1518.0,473.0,1460.0,259520.0,88740.0
2022-11-07,1431.0,1648.0,1472.0,1445.25,258007.0,76580.0
2022-11-08,1425.0,992.0,1250.0,1446.0,258187.0,78572.0
2022-11-09,1425.0,532.0,820.0,1450.25,256412.0,99754.0
2022-11-10,1425.0,217.0,510.0,1420.25,250272.0,128761.0
2022-11-11,1425.0,69.0,236.0,1448.0,253920.0,113217.0
2022-11-14,,55.0,33.0,1440.25,252373.0,78858.0
2022-11-15,1449.0,253238.0,99988.0,1461.5,139744.0,43536.0
2022-11-16,1429.75,249321.0,96622.0,1429.5,139589.0,36608.0
2022-11-17,1410.0,247249.0,88314.0,1420.0,145121.0,37627.0
2022-11-18,1422.25,247563.0,63078.0,1429.0,148957.0,26953.0
2022-11-21,1435.0,245337.0,69911.0,1441.0,150627.0,25556.0
2022-11-22,1430.5,241418.0,69272.0,1434.0,151488.0,36707.0
2022-11-23,1435.0,237548.0,67115.0,1440.0,151792.0,35737.0
2022-11-25,1432.5,234422.0,41566.0,1438.25,154668.0,17950.0
2022-11-28,1457.0,239245.0,102364.0,1462.75,156396.0,42009.0
2022-11-29,1458.0,234120.0,91119.0,1461.75,158592.0,52336.0
2022-11-30,1466.0,236336.0,93201.0,1473.0,160948.0,42604.0
2022-12-01,1429.0,228169.0,134068.0,1434.5,163203.0,67598.0
2022-12-02,1438.0,224533.0,91648.0,1440.0,165888.0,45191.0
2022-12-05,1438.25,221403.0,82713.0,1442.0,168938.0,55122.0
2022-12-06,1451.0,209644.0,126974.0,1460.0,170451.0,76524.0
2022-12-07,1470.25,206214.0,145108.0,1470.0,181050.0,110202.0
2022-12-08,1484.5,200567.0,141915.0,1486.0,189399.0,102955.0
2022-12-09,1479.75,190303.0,96091.0,1482.75,195853.0,69692.0
2022-12-12,1460.75,176236.0,125861.0,1466.0,210158.0,85999.0
2022-12-13,1478.25,165601.0,145783.0,1481.75,223103.0,93220.0
2022-12-14,1482.0,161854.0,112117.0,1483.0,231497.0,81518.0
2022-12-15,1469.0,151801.0,97511.0,1475.0,235781.0,66697.0
2022-12-16,1479.0,144882.0,69325.0,1480.0,237838.0,53188.0
2022-12-19,1463.0,122564.0,101717.0,1464.0,243452.0,75524.0
2022-12-20,1474.5,112080.0,111696.0,1480.5,253341.0,79823.0
2022-12-21,1477.0,95427.0,84786.0,1480.5,260524.0,75590.0
2022-12-22,1465.5,81218.0,75905.0,1470.5,265129.0,77197.0
2022-12-23,1475.0,64294.0,52836.0,1482.25,272554.0,75413.0
2022-12-27,1477.0,43563.0,61925.0,1488.5,274955.0,127609.0
2022-12-28,1503.0,24794.0,42705.0,1513.75,282248.0,100570.0
2022-12-29,1503.25,10415.0,27307.0,1513.5,286465.0,93137.0
2022-12-30,1505.0,6872.0,7092.0,1522.5,290229.0,81441.0
2023-01-03,1487.5,4922.0,2951.0,1490.25,294046.0,116145.0
2023-01-04,1470.0,3731.0,2200.0,1483.0,295669.0,90605.0
2023-01-05,1461.0,3628.0,1169.0,1470.75,295982.0,100638.0
2023-01-06,1460.0,2068.0,2024.0,1491.75,291526.0,99606.0
2023-01-09,1501.5,1637.0,446.0,1488.25,292198.0,84196.0
2023-01-10,1500.0,1381.0,350.0,1485.0,296787.0,96683.0
2023-01-11,1511.0,1065.0,617.0,1492.25,299400.0,70343.0
2023-01-12,1500.0,791.0,491.0,1517.25,307376.0,139892.0
2023-01-13,,517.0,295.0,1527.0,315277.0,104971.0
2023-01-17,1537.0,317317.0,118314.0,1532.5,135798.0,47119.0
2023-01-18,1524.75,313547.0,133372.0,1517.0,136691.0,57662.0
2023-01-19,1514.25,311413.0,124401.0,1510.0,141212.0,61658.0
2023-01-20,1507.0,310001.0,98916.0,1499.5,142857.0,44278.0
2023-01-23,1490.25,306133.0,134889.0,1480.0,146824.0,47780.0
2023-01-24,1488.25,306864.0,129464.0,1486.5,149801.0,52296.0
2023-01-25,1505.0,307932.0,119104.0,1496.0,148980.0,44665.0
2023-01-26,1519.0,305502.0,123245.0,1511.0,152954.0,52035.0
2023-01-27,1509.0,300862.0,101755.0,1501.0,157301.0,48773.0
2023-01-30,1531.5,298933.0,123619.0,1522.25,162229.0,50753.0
2023-01-31,1537.25,302823.0,126434.0,1527.5,166640.0,70316.0
2023-02-01,1519.25,293731.0,129978.0,1513.0,171120.0,69089.0
2023-02-02,1534.0,291198.0,99742.0,1522.75,177721.0,53632.0
2023-02-03,1530.0,282353.0,101436.0,1520.0,183819.0,48831.0
2023-02-06,1520.0,281651.0,131712.0,1514.0,192284.0,82282.0
2023-02-07,1515.0,271115.0,164240.0,1508.5,204219.0,110627.0
2023-02-08,1515.25,255896.0,177793.0,1513.5,212808.0,114052.0
2023-02-09,1517.0,237847.0,189473.0,1509.0,225699.0,126930.0
2023-02-10,1540.0,229851.0,173799.0,1520.25,240990.0,116600.0
2023-02-13,1542.5,216418.0,162409.0,1533.0,258472.0,118030.0
2023-02-14,1536.75,202352.0,115529.0,1527.0,268366.0,91284.0
2023-02-15,1525.75,178509.0,132117.0,1516.25,278982.0,94634.0
2023-02-16,1522.5,160839.0,115376.0,1520.25,288999.0,92686.0
2023-02-17,1525.0,141372.0,93637.0,1518.75,296384.0,78428.0
2023-02-21,1543.0,112869.0,115702.0,1539.25,320623.0,119108.0
2023-02-22,1542.75,89462.0,90517.0,1533.75,322139.0,95296.0
2023-02-23,1534.25,68742.0,85546.0,1521.0,323993.0,108904.0
2023-02-24,1527.0,35671.0,71895.0,1518.25,329790.0,142777.0
2023-02-27,1518.5,12051.0,43689.0,1510.5,331945.0,127314.0
2023-02-28,1487.25,5798.0,9027.0,1481.5,329047.0,162737.0
2023-03-01,1504.5,4189.0,2793.0,1494.25,329951.0,131485.0
2023-03-02,1512.25,2740.0,2029.0,1509.0,326820.0,109071.0
2023-03-03,1525.25,1895.0,1607.0,1518.0,329440.0,91127.0
2023-03-06,1530.0,1146.0,1130.0,1526.25,327659.0,116698.0
2023-03-07,1525.25,876.0,645.0,1514.5,323470.0,99283.0
2023-03-08,1523.0,618.0,272.0,1517.0,318671.0,105386.0
2023-03-09,1515.0,465.0,224.0,1510.0,321464.0,119981.0
2023-03-10,1511.25,165.0,467.0,1501.0,321627.0,109997.0
2023-03-13,1485.0,38.0,139.0,1490.5,316881.0,124759.0
2023-03-14,,1.0,37.0,1492.5,313380.0,108201.0
2023-03-15,1489.0,309578.0,115247.0,1472.5,168542.0,59870.0
2023-03-16,1494.0,307609.0,107038.0,1472.5,170056.0,54178.0
2023-03-17,1475.0,303669.0,119474.0,1458.0,170936.0,65606.0
2023-03-20,1485.0,292187.0,122780.0,1464.75,173233.0,69546.0
2023-03-21,1467.0,292694.0,101494.0,1445.0,172952.0,57548.0
2023-03-22,1449.0,291075.0,141743.0,1425.0,177684.0,84373.0
2023-03-23,1418.0,293164.0,157574.0,1396.0,182683.0,98415.0
2023-03-24,1428.25,281243.0,143036.0,1407.0,186372.0,87385.0
2023-03-27,1442.0,280531.0,98099.0,1419.25,191137.0,53101.0
2023-03-28,1466.25,277041.0,122627.0,1443.0,196080.0,68709.0
2023-03-29,1477.0,277684.0,105996.0,1448.0,202457.0,63756.0
2023-03-30,1472.75,271238.0,110079.0,1445.0,206690.0,69643.0
2023-03-31,1498.25,258963.0,167862.0,1470.5,205859.0,107907.0
2023-04-03,1519.75,258708.0,121608.0,1490.0,210017.0,89933.0
2023-04-04,1516.0,261586.0,112285.0,1483.25,215467.0,74141.0
2023-04-05,1507.5,247485.0,124119.0,1476.5,213582.0,97867.0
2023-04-06,1490.0,237751.0,115777.0,1462.5,213609.0,83352.0
2023-04-07,1490.0,235744.0,,1462.5,213609.0,
2023-04-10,1487.0,220764.0,105039.0,1460.0,220542.0,83272.0
2023-04-11,1497.0,208077.0,156745.0,1471.0,230652.0,119871.0
2023-04-12,1504.25,192989.0,132897.0,1470.25,237847.0,110360.0
2023-04-13,1501.25,169639.0,132337.0,1473.0,242470.0,107964.0
2023-04-14,1494.25,157773.0,118382.0,1467.0,251557.0,100214.0
2023-04-17,1515.75,146406.0,85451.0,1479.5,257703.0,97585.0
2023-04-18,1516.5,131719.0,99155.0,1489.25,265996.0,117213.0
2023-04-19,1505.5,119290.0,95853.0,1475.0,274293.0,114328.0
2023-04-20,1496.0,112468.0,95685.0,1462.0,279718.0,124845.0
2023-04-21,1483.5,83799.0,89795.0,1445.75,279198.0,159617.0
2023-04-24,1466.75,59957.0,87803.0,1434.0,284000.0,149433.0
2023-04-25,1445.0,36516.0,62592.0,1417.5,284756.0,181764.0
2023-04-26,1434.5,16053.0,51187.0,1414.75,280185.0,151492.0
2023-04-27,1420.0,4736.0,22194.0,1406.25,281433.0,134937.0
2023-04-28,1426.0,2405.0,3373.0,1418.0,283388.0,140642.0
2023-05-01,1426.0,2024.0,601.0,1427.25,281418.0,77070.0
2023-05-02,1435.0,1516.0,634.0,1409.75,279857.0,110515.0
2023-05-03,1435.0,1129.0,733.0,1417.0,277076.0,129015.0
2023-05-04,1446.5,880.0,424.0,1416.75,277582.0,98587.0
2023-05-05,1431.0,657.0,242.0,1432.0,277446.0,98676.0
2023-05-08,1468.0,482.0,267.0,1432.25,277305.0,88249.0
2023-05-09,1450.75,235.0,327.0,1414.0,271867.0,102276.0
2023-05-10,1419.0,160.0,106.0,1403.5,273809.0,91083.0
2023-05-11,1391.0,68.0,137.0,1405.0,276032.0,117774.0
2023-05-12,,66.0,3.0,1389.0,275654.0,124961.0
2023-05-15,1400.0,277446.0,111854.0,1326.75,34571.0,8612.0
2023-05-16,1363.75,274632.0,149242.0,1297.25,34099.0,13869.0
2023-05-17,1334.25,268504.0,145517.0,1270.25,34125.0,20211.0
2023-05-18,1332.25,271101.0,124325.0,1267.25,35300.0,17356.0
2023-05-19,1302.5,270240.0,135856.0,1245.0,35539.0,17843.0
2023-05-22,1341.0,273247.0,143213.0,1273.0,37685.0,18825.0
2023-05-23,1322.5,266549.0,111359.0,1258.5,38937.0,17692.0
2023-05-24,1323.75,268056.0,95312.0,1256.75,38613.0,12492.0
2023-05-25,1324.75,270275.0,131878.0,1250.5,41608.0,29174.0
2023-05-26,1335.75,268344.0,104197.0,1259.25,45387.0,24325.0
2023-05-30,1296.0,264691.0,128256.0,1217.25,50684.0,24547.0
2023-05-31,1300.0,265715.0,137386.0,1216.75,50568.0,28478.0
2023-06-01,1327.5,259626.0,132076.0,1240.25,49939.0,27929.0
2023-06-02,1352.0,258189.0,120303.0,1260.75,50755.0,24216.0
2023-06-05,1350.5,251412.0,98182.0,1259.25,51790.0,16669.0
2023-06-06,1353.0,248062.0,129813.0,1264.25,53260.0,26376.0
2023-06-07,1359.0,243861.0,143477.0,1265.0,56415.0,34105.0
2023-06-08,1362.0,224621.0,152587.0,1276.5,54302.0,42300.0
2023-06-09,1385.5,211129.0,142158.0,1296.0,54918.0,28871.0
2023-06-12,1372.75,197411.0,122300.0,1291.25,54454.0,25524.0
2023-06-13,1398.75,184131.0,161567.0,1319.5,52941.0,42211.0
2023-06-14,1388.75,165908.0,124157.0,1318.5,49279.0,36858.0
2023-06-15,1426.25,152640.0,144129.0,1366.75,46729.0,56129.0
2023-06-16,1465.75,134917.0,158732.0,1400.0,48704.0,46265.0
2023-06-20,1476.75,120808.0,126378.0,1406.25,52288.0,40927.0
2023-06-21,1516.75,104750.0,105944.0,1444.0,57198.0,39549.0
2023-06-22,1499.5,84484.0,100736.0,1419.0,63007.0,36642.0
2023-06-23,1482.0,54332.0,83289.0,1393.5,64506.0,37440.0
2023-06-26,1519.5,45376.0,51073.0,1418.0,67415.0,38033.0
2023-06-27,1490.0,28313.0,50206.0,1392.0,68326.0,41889.0
2023-06-28,1445.0,14878.0,34817.0,1360.75,69116.0,45693.0
2023-06-29,1466.0,6044.0,23201.0,1365.75,73249.0,41257.0
2023-06-30,1550.25,2332.0,5228.0,1430.5,71555.0,50788.0
2023-07-03,1550.0,1434.0,1870.0,1471.5,75345.0,48983.0
2023-07-05,1538.25,960.0,1034.0,1458.75,76418.0,32788.0
2023-07-06,1523.5,644.0,507.0,1448.0,73723.0,27983.0
2023-07-07,1420.0,391.0,417.0,1428.0,70151.0,23412.0
2023-07-10,1500.0,345.0,94.0,1453.25,67624.0,23023.0
2023-07-11,1500.0,253.0,209.0,1471.0,66093.0,22924.0
2023-07-12,1420.0,201.0,132.0,1441.5,63473.0,29298.0
2023-07-13,1420.0,134.0,72.0,1482.0,64113.0,22982.0
2023-07-14,,11.0,134.0,1460.25,65323.0,27708.0
2023-07-17,1476.25,62332.0,25571.0,1404.25,52539.0,10914.0
2023-07-18,1491.0,60137.0,26908.0,1418.75,51848.0,13762.0
2023-07-19,1486.0,56074.0,33338.0,1426.5,51103.0,22971.0
2023-07-20,1493.75,53254.0,28198.0,1423.75,52976.0,19042.0
2023-07-21,1500.0,44220.0,28372.0,1426.5,56581.0,16198.0
2023-07-24,1522.0,36177.0,29203.0,1452.25,56830.0,23800.0
2023-07-25,1514.0,29559.0,25259.0,1448.0,58919.0,26669.0
2023-07-26,1547.5,21026.0,30605.0,1468.0,59043.0,28242.0
2023-07-27,1524.25,9852.0,25445.0,1451.25,59462.0,36997.0
2023-07-28,1486.5,4034.0,13888.0,1427.75,57558.0,27966.0
2023-07-31,1432.5,2579.0,2352.0,1369.0,53472.0,29410.0
2023-08-01,1447.25,2021.0,2092.0,1386.25,51765.0,19509.0
2023-08-02,1431.0,1603.0,744.0,1375.75,51053.0,16640.0
2023-08-03,1410.75,735.0,1505.0,1380.0,47395.0,20946.0
2023-08-04,1410.75,585.0,323.0,1384.0,45993.0,11911.0
2023-08-07,1400.0,503.0,212.0,1355.0,43086.0,16826.0
2023-08-08,1430.0,311.0,382.0,1357.5,40641.0,11568.0
2023-08-09,1342.0,226.0,104.0,1355.5,38773.0,10419.0
2023-08-10,1342.0,182.0,82.0,1349.75,35019.0,13854.0
2023-08-11,,162.0,25.0,1333.75,34257.0,13326.0
2023-08-14,,41.0,121.0,1350.25,33484.0,7906.0
2023-08-15,1321.75,30977.0,15884.0,1304.0,307905.0,120643.0
2023-08-16,1336.25,30112.0,9256.0,1324.5,312203.0,125297.0
2023-08-17,1335.75,28171.0,12549.0,1330.0,314688.0,113511.0
2023-08-18,1361.25,26973.0,11335.0,1352.25,312316.0,124309.0
2023-08-21,1368.5,26612.0,13759.0,1361.75,317104.0,131126.0
2023-08-22,1348.0,25549.0,8855.0,1346.0,315202.0,108534.0
2023-08-23,1359.75,23290.0,16285.0,1360.0,318300.0,113865.0
2023-08-24,1365.5,23352.0,8107.0,1371.25,322821.0,104388.0
2023-08-25,1380.0,16765.0,14320.0,1385.75,324923.0,116665.0
2023-08-28,1391.5,12808.0,10112.0,1401.25,331527.0,122343.0
2023-08-29,1378.0,7837.0,9140.0,1391.0,331089.0,109302.0
2023-08-30,1350.0,2210.0,9727.0,1384.0,333598.0,112189.0
2023-08-31,1350.0,1550.0,853.0,1368.0,330116.0,98055.0
2023-09-01,1350.0,1290.0,422.0,1368.0,331916.0,109733.0
2023-09-05,1319.0,1240.0,85.0,1368.0,329188.0,103574.0
2023-09-06,1339.0,1178.0,102.0,1376.0,326881.0,114632.0
2023-09-07,1340.0,1130.0,310.0,1360.0,332994.0,99113.0
2023-09-08,1339.0,965.0,198.0,1363.0,332744.0,103976.0
2023-09-11,1190.0,941.0,36.0,1369.25,328813.0,98684.0
2023-09-12,1190.0,696.0,274.0,1343.75,327054.0,189114.0
2023-09-13,1190.0,502.0,201.0,1349.75,328636.0,124646.0
2023-09-14,,220.0,387.0,1360.0,325326.0,138778.0
2023-09-15,1338.0,329841.0,114647.0,1353.5,120012.0,44781.0
2023-09-18,1316.75,328158.0,137195.0,1332.75,120454.0,51187.0
2023-09-19,1314.75,329769.0,138842.0,1330.75,120713.0,47967.0
2023-09-20,1320.0,327673.0,112121.0,1335.5,121568.0,38757.0
2023-09-21,1293.5,330055.0,140563.0,1310.25,121414.0,41891.0
2023-09-22,1295.0,327788.0,121669.0,1312.0,121990.0,38563.0
2023-09-25,1297.0,327638.0,101011.0,1316.5,123793.0,34163.0
2023-09-26,1302.75,326020.0,135125.0,1321.0,127143.0,60756.0
2023-09-27,1302.75,325056.0,146484.0,1321.75,124739.0,70820.0
2023-09-28,1300.5,323141.0,151183.0,1319.0,132110.0,65586.0
2023-09-29,1274.75,326892.0,169945.0,1295.0,137099.0,80583.0
2023-10-02,1276.0,326354.0,156106.0,1295.75,142979.0,57389.0
2023-10-03,1272.75,320118.0,191994.0,1292.0,140504.0,86989.0
2023-10-04,1271.5,322048.0,126709.0,1290.5,142861.0,49099.0
2023-10-05,1279.0,318266.0,143482.0,1297.0,143906.0,66268.0
2023-10-06,1264.0,309932.0,156382.0,1282.0,152308.0,83363.0
2023-10-09,1260.5,294878.0,162794.0,1282.0,157815.0,70154.0
2023-10-10,1271.0,282989.0,161646.0,1292.0,169998.0,87157.0
2023-10-11,1252.5,275731.0,185252.0,1272.25,172345.0,110239.0
2023-10-12,1286.75,262728.0,235474.0,1306.25,183426.0,126090.0
2023-10-13,1279.25,254591.0,139748.0,1298.75,189400.0,64032.0
2023-10-16,1285.25,247217.0,111494.0,1305.0,191024.0,58602.0
2023-10-17,1296.25,243235.0,135410.0,1316.0,200719.0,71166.0
2023-10-18,1311.0,229789.0,163209.0,1329.25,210378.0,102840.0
2023-10-19,1315.0,207462.0,182300.0,1331.0,220639.0,124076.0
2023-10-20,1301.0,186491.0,143729.0,1320.0,225925.0,92861.0
2023-10-23,1287.0,170736.0,119491.0,1305.0,234678.0,76926.0
2023-10-24,1292.25,152035.0,125254.0,1312.75,249437.0,96781.0
2023-10-25,1287.75,132553.0,111043.0,1308.0,261631.0,110768.0
2023-10-26,1279.0,110501.0,105810.0,1301.75,271774.0,124371.0
2023-10-27,1285.0,51432.0,108290.0,1317.0,277649.0,160757.0
2023-10-30,1283.75,7048.0,77497.0,1307.0,275669.0,161864.0
2023-10-31,1287.25,2853.0,7814.0,1310.0,278026.0,106183.0
2023-11-01,1290.25,1755.0,2816.0,1314.75,279336.0,79093.0
2023-11-02,1296.0,1246.0,1729.0,1328.0,282493.0,92230.0
2023-11-03,1321.75,1011.0,2203.0,1350.0,284439.0,139957.0
2023-11-06,1341.5,835.0,1020.0,1358.0,289199.0,144882.0
2023-11-07,1327.75,941.0,2165.0,1361.25,290730.0,192413.0
2023-11-08,1327.75,552.0,217.0,1365.5,293957.0,167214.0
2023-11-09,1281.0,347.0,92.0,1343.75,288756.0,175301.0
2023-11-10,1281.0,255.0,163.0,1347.5,289366.0,81934.0
2023-11-13,1369.0,190.0,284.0,1382.0,290892.0,133136.0
2023-11-14,,73.0,55.0,1389.0,290063.0,121756.0
2023-11-15,1385.0,290404.0,112125.0,1399.25,172999.0,49911.0
2023-11-16,1360.0,287555.0,139084.0,1375.0,173526.0,55740.0
2023-11-17,1343.25,279927.0,125658.0,1357.25,173349.0,55682.0
2023-11-20,1365.0,274937.0,126688.0,1382.25,173989.0,38793.0
2023-11-21,1374.75,281127.0,131504.0,1390.75,171591.0,54049.0
2023-11-22,1358.25,279666.0,123978.0,1374.75,175775.0,53999.0
2023-11-24,1329.75,271851.0,79518.0,1347.5,175528.0,32176.0
2023-11-27,1328.75,263389.0,108127.0,1346.0,176842.0,48216.0
2023-11-28,1345.75,257716.0,122211.0,1363.75,178221.0,67613.0
2023-11-29,1346.5,253485.0,110829.0,1366.0,181360.0,51042.0
2023-11-30,1342.0,253912.0,106352.0,1361.75,184557.0,60799.0
2023-12-01,1324.5,244293.0,133231.0,1345.0,182734.0,76427.0
2023-12-04,1306.25,233319.0,145541.0,1326.75,180783.0,77720.0
2023-12-05,1308.0,226272.0,127531.0,1329.25,184329.0,67387.0
2023-12-06,1295.5,220648.0,114902.0,1315.75,187148.0,84208.0
2023-12-07,1309.75,212913.0,142340.0,1328.5,197706.0,101593.0
2023-12-08,1304.25,201394.0,143886.0,1324.75,206348.0,88796.0
2023-12-11,1335.5,194131.0,156810.0,1351.0,217790.0,104180.0
2023-12-12,1323.0,180487.0,151132.0,1341.75,229254.0,119638.0
2023-12-13,1308.0,167877.0,134421.0,1327.25,237133.0,101067.0
2023-12-14,1315.25,158748.0,92835.0,1333.5,244252.0,64333.0
2023-12-15,1315.25,145123.0,104871.0,1332.25,255918.0,87543.0
2023-12-18,1326.75,131827.0,105952.0,1339.75,262846.0,94942.0
