date,w1_bid,w1_oi,w1_vol,w2_bid,w2_oi,w2_vol
2022-07-13,,27.0,30.0,814.25,139123.0,49075.0
2022-07-14,,37.0,41.0,797.0,137591.0,53660.0
2022-07-15,777.0,135945.0,44621.0,785.0,75974.0,26543.0
2022-07-18,805.25,134718.0,42326.0,823.0,75349.0,20925.0
2022-07-19,812.25,136644.0,45981.0,828.0,75090.0,23839.0
2022-07-20,824.0,138061.0,38891.0,830.0,74848.0,19025.0
2022-07-21,800.0,140592.0,43046.0,814.0,76443.0,21441.0
2022-07-22,753.0,141249.0,66188.0,771.75,79518.0,35941.0
2022-07-25,765.25,138744.0,47491.0,790.0,80690.0,25398.0
2022-07-26,803.5,133736.0,43798.0,817.0,84017.0,23204.0
2022-07-27,785.25,132947.0,41494.0,804.0,87196.0,21630.0
2022-07-28,816.0,130794.0,37417.0,832.5,89901.0,18989.0
2022-07-29,800.25,129676.0,47268.0,821.0,91548.0,29489.0
2022-08-01,797.0,129214.0,41076.0,805.0,93414.0,23951.0
2022-08-02,772.0,128065.0,47230.0,793.0,96766.0,27726.0
2022-08-03,766.0,127081.0,51385.0,780.0,97281.0,39543.0
2022-08-04,781.0,125929.0,46769.0,798.0,101051.0,36121.0
2022-08-05,771.75,117884.0,51597.0,790.0,105391.0,42654.0
2022-08-08,779.0,108873.0,64408.0,799.0,114888.0,57300.0
2022-08-09,781.0,100437.0,59015.0,795.25,124151.0,53282.0
2022-08-10,797.75,91187.0,68225.0,819.0,130516.0,58781.0
2022-08-11,809.25,79848.0,63667.0,825.0,140991.0,56704.0
2022-08-12,795.25,75877.0,40652.0,810.75,142109.0,38724.0
2022-08-15,797.5,68587.0,29781.0,811.5,144539.0,30285.0
2022-08-16,785.25,63625.0,25480.0,802.75,148294.0,30847.0
2022-08-17,760.5,60867.0,29954.0,780.0,153134.0,44191.0
2022-08-18,732.0,58127.0,38267.0,750.0,157742.0,60666.0
2022-08-19,752.5,57209.0,18896.0,771.0,157250.0,40655.0
2022-08-22,767.75,52842.0,22523.0,781.25,158835.0,44625.0
2022-08-23,781.0,47466.0,26881.0,797.5,160874.0,53387.0
2022-08-24,792.5,42950.0,23598.0,813.25,161623.0,48931.0
2022-08-25,765.0,37537.0,18247.0,795.0,161350.0,48165.0
2022-08-26,789.75,21156.0,28064.0,805.25,163586.0,56544.0
2022-08-29,811.75,9238.0,23866.0,840.0,166031.0,73912.0
2022-08-30,790.0,2119.0,12216.0,820.0,169195.0,59308.0
2022-08-31,780.25,1255.0,1705.0,826.25,169470.0,49675.0
2022-09-01,705.0,747.0,1046.0,793.75,168173.0,57932.0
2022-09-02,705.0,474.0,440.0,806.0,166867.0,35504.0
2022-09-06,,398.0,386.0,817.0,167118.0,36892.0
2022-09-07,,353.0,389.0,844.0,167836.0,84918.0
2022-09-08,,320.0,306.0,829.0,164813.0,52459.0
2022-09-09,,64.0,40.0,869.0,165800.0,54262.0
2022-09-12,,47.0,54.0,858.0,162491.0,60220.0
2022-09-13,,30.0,31.0,863.0,159645.0,51520.0
2022-09-14,,31.0,33.0,874.0,157188.0,45623.0
2022-09-15,843.0,157362.0,52974.0,855.0,51083.0,12566.0
2022-09-16,858.0,155291.0,47239.0,850.0,49938.0,11713.0
2022-09-19,829.75,155233.0,46375.0,839.25,50208.0,8891.0
2022-09-20,889.0,154338.0,72771.0,895.0,49628.0,18058.0
2022-09-21,891.0,154046.0,91297.0,901.25,50572.0,29446.0
2022-09-22,907.5,155439.0,59590.0,916.5,53197.0,19088.0
2022-09-23,875.75,150798.0,54237.0,885.25,53573.0,14716.0
2022-09-26,862.0,147158.0,48793.0,867.0,54233.0,10209.0
2022-09-27,880.0,147605.0,48803.0,870.5,55533.0,13244.0
2022-09-28,900.0,150424.0,51296.0,901.0,57103.0,11968.0
2022-09-29,898.5,147555.0,41358.0,895.75,56869.0,10472.0
2022-09-30,920.0,147085.0,78137.0,925.0,58096.0,20195.0
2022-10-03,912.0,144541.0,52399.0,916.75,59331.0,16839.0
2022-10-04,903.0,141687.0,50521.0,911.5,58848.0,17118.0
2022-10-05,903.75,140553.0,39955.0,915.0,59685.0,11138.0
2022-10-06,881.75,140658.0,46423.0,884.5,61807.0,15329.0
2022-10-07,881.75,140592.0,38141.0,886.25,63709.0,13469.0
2022-10-10,933.5,140502.0,77244.0,944.0,66098.0,24544.0
2022-10-11,902.0,140784.0,65146.0,909.25,69051.0,27100.0
2022-10-12,884.0,138546.0,44744.0,899.0,70297.0,18442.0
2022-10-13,892.5,136985.0,63574.0,903.0,72062.0,18010.0
2022-10-14,859.5,136001.0,45071.0,873.25,72497.0,14941.0
2022-10-17,861.0,133671.0,42651.0,878.75,70841.0,15098.0
2022-10-18,850.5,133754.0,46278.0,865.0,73031.0,17084.0
2022-10-19,836.25,133389.0,39811.0,859.5,72320.0,12244.0
2022-10-20,845.25,134812.0,34078.0,861.0,73435.0,13960.0
2022-10-21,847.25,132890.0,41911.0,873.0,74270.0,12134.0
2022-10-24,838.75,132820.0,38013.0,855.0,76612.0,14549.0
2022-10-25,832.75,136354.0,40775.0,851.0,79044.0,18365.0
2022-10-26,842.25,135040.0,39250.0,853.0,79045.0,14739.0
2022-10-27,838.0,137317.0,36089.0,855.5,78935.0,16949.0
2022-10-28,829.25,139484.0,33954.0,842.25,79293.0,12198.0
2022-10-31,882.0,134913.0,98975.0,893.0,79730.0,42531.0
2022-11-01,895.0,135745.0,74354.0,891.0,82660.0,32725.0
2022-11-02,844.75,136005.0,96131.0,861.5,86862.0,40103.0
2022-11-03,842.0,133813.0,48030.0,855.0,88933.0,22680.0
2022-11-04,847.75,131796.0,43974.0,866.0,90492.0,21249.0
2022-11-07,841.75,127550.0,76862.0,863.0,97316.0,54378.0
2022-11-08,828.0,121241.0,72922.0,844.0,103445.0,47029.0
2022-11-09,806.75,114707.0,95226.0,827.25,111326.0,71370.0
2022-11-10,800.0,106014.0,77215.0,824.0,119280.0,59612.0
2022-11-11,813.0,95492.0,75488.0,837.0,129358.0,59421.0
2022-11-14,817.75,86285.0,45112.0,839.0,131474.0,34720.0
2022-11-15,829.0,80370.0,73685.0,842.5,135836.0,57924.0
2022-11-16,814.75,72163.0,48018.0,831.5,138076.0,42865.0
2022-11-17,807.0,69596.0,40772.0,825.0,142134.0,35732.0
2022-11-18,800.0,65811.0,30557.0,817.0,145765.0,33902.0
2022-11-21,797.5,60247.0,32913.0,816.5,152622.0,37878.0
2022-11-22,790.0,55977.0,22214.0,810.25,156833.0,36917.0
2022-11-23,788.5,50035.0,21445.0,809.0,160036.0,42850.0
2022-11-25,770.0,32877.0,22496.0,792.0,160693.0,34408.0
2022-11-28,751.75,12537.0,41776.0,783.0,163551.0,76464.0
2022-11-29,750.0,2317.0,16739.0,782.0,166093.0,51018.0
2022-11-30,750.0,1142.0,2247.0,795.5,167286.0,45182.0
2022-12-01,750.0,867.0,841.0,784.25,169705.0,41085.0
2022-12-02,730.5,659.0,516.0,762.0,173548.0,50916.0
2022-12-05,,305.0,129.0,741.0,178647.0,51514.0
2022-12-06,,397.0,236.0,729.0,184018.0,52137.0
2022-12-07,,511.0,409.0,749.5,182536.0,50433.0
2022-12-08,,346.0,232.0,749.5,181626.0,35604.0
2022-12-09,,237.0,53.0,732.75,182353.0,32511.0
2022-12-12,,250.0,262.0,755.25,178961.0,49826.0
2022-12-13,,100.0,103.0,749.0,175265.0,49908.0
2022-12-14,,72.0,72.0,751.0,174111.0,41587.0
2022-12-15,757.5,172415.0,51207.0,751.25,52922.0,12549.0
2022-12-16,756.0,169963.0,32613.0,755.0,52977.0,12319.0
2022-12-19,748.5,168132.0,39778.0,746.75,53153.0,13677.0
2022-12-20,749.0,166312.0,38339.0,753.5,54789.0,13097.0
2022-12-21,767.5,164409.0,52904.0,768.0,55900.0,16657.0
2022-12-22,763.0,165396.0,34649.0,765.25,57565.0,10829.0
2022-12-23,775.75,164179.0,25952.0,765.25,58168.0,7357.0
2022-12-27,776.0,161290.0,28358.0,761.5,58269.0,5498.0
2022-12-28,784.0,161815.0,33179.0,792.25,59091.0,8547.0
2022-12-29,773.5,162893.0,35941.0,776.75,60349.0,7802.0
2022-12-30,790.75,159688.0,34784.0,778.0,60744.0,8868.0
2023-01-03,779.25,158496.0,50138.0,777.75,59344.0,13042.0
2023-01-04,747.0,160691.0,51975.0,751.0,58830.0,14983.0
2023-01-05,746.25,160588.0,36793.0,746.5,58838.0,10767.0
2023-01-06,742.0,159473.0,28671.0,750.0,58721.0,8682.0
2023-01-09,740.5,158647.0,45486.0,748.25,57798.0,13308.0
2023-01-10,728.75,160643.0,59339.0,736.0,56883.0,17409.0
2023-01-11,738.25,161419.0,37156.0,738.0,58180.0,14630.0
2023-01-12,745.0,162660.0,64694.0,736.75,58804.0,24301.0
2023-01-13,742.0,160222.0,34226.0,742.5,59911.0,17563.0
2023-01-17,749.75,158076.0,48648.0,759.25,61502.0,16128.0
2023-01-18,740.5,157646.0,45150.0,748.5,62443.0,15144.0
2023-01-19,734.5,157090.0,39217.0,741.5,64093.0,16962.0
2023-01-20,741.5,157317.0,35444.0,744.0,64993.0,13418.0
2023-01-23,720.75,164859.0,63999.0,720.0,66588.0,19842.0
2023-01-24,733.0,160809.0,44243.0,740.75,67225.0,16805.0
2023-01-25,739.0,155881.0,41249.0,740.75,68421.0,17370.0
2023-01-26,750.25,153910.0,47206.0,755.0,69595.0,17989.0
2023-01-27,751.0,151303.0,41125.0,753.0,70011.0,14876.0
2023-01-30,752.5,151229.0,43812.0,763.0,73166.0,17783.0
2023-01-31,760.5,150610.0,59637.0,766.0,75280.0,23063.0
2023-02-01,757.75,146938.0,60025.0,766.0,79212.0,29211.0
2023-02-02,759.25,147820.0,59106.0,768.0,79533.0,32675.0
2023-02-03,756.0,143106.0,72367.0,767.0,80772.0,35244.0
2023-02-06,750.5,139981.0,56431.0,760.75,84342.0,28482.0
2023-02-07,749.75,134718.0,70662.0,760.0,92095.0,50522.0
2023-02-08,763.5,122647.0,90201.0,777.25,106210.0,57778.0
2023-02-09,754.75,111745.0,75196.0,763.0,116986.0,54494.0
2023-02-10,787.5,101699.0,109946.0,796.0,127971.0,72530.0
2023-02-13,789.0,91539.0,88266.0,795.75,136795.0,65724.0
2023-02-14,786.25,83040.0,64638.0,796.75,146959.0,60596.0
2023-02-15,769.25,75349.0,55479.0,779.75,152555.0,56909.0
2023-02-16,765.0,67416.0,34054.0,774.75,154373.0,35373.0
2023-02-17,764.5,58886.0,32055.0,776.25,158848.0,37232.0
2023-02-21,750.0,44940.0,49781.0,761.5,166717.0,67049.0
2023-02-22,736.75,36973.0,38925.0,748.5,169159.0,68504.0
2023-02-23,737.5,26859.0,29844.0,751.0,165585.0,65535.0
2023-02-24,707.5,15052.0,29656.0,717.5,171022.0,86161.0
2023-02-27,,2639.0,24587.0,711.75,178689.0,81173.0
2023-02-28,,1393.0,1970.0,706.25,183862.0,57464.0
2023-03-01,,820.0,213.0,713.0,187478.0,55837.0
2023-03-02,696.75,755.0,170.0,712.75,189571.0,50799.0
2023-03-03,,147.0,132.0,710.25,193458.0,41608.0
2023-03-06,,33.0,20.0,696.0,196206.0,48629.0
2023-03-07,,64.0,64.0,697.0,196773.0,46818.0
2023-03-08,,40.0,30.0,688.25,197447.0,58631.0
2023-03-09,,47.0,42.0,665.0,203415.0,79762.0
2023-03-10,,38.0,42.0,681.75,201230.0,56324.0
2023-03-13,,33.0,30.0,682.0,196294.0,78534.0
2023-03-14,,39.0,35.0,695.25,191993.0,57958.0
2023-03-15,704.0,187819.0,50727.0,708.0,102759.0,24027.0
2023-03-16,697.5,185360.0,43894.0,702.25,101165.0,15605.0
2023-03-17,708.5,184497.0,58006.0,713.5,98375.0,26693.0
2023-03-20,700.0,184129.0,61276.0,703.0,99802.0,30151.0
2023-03-21,681.25,185730.0,68061.0,692.5,102383.0,30026.0
2023-03-22,663.0,191255.0,89216.0,674.5,106195.0,40426.0
2023-03-23,658.5,193517.0,56070.0,671.0,108363.0,27810.0
2023-03-24,689.5,185837.0,114498.0,688.0,105724.0,52972.0
2023-03-27,698.0,184433.0,58958.0,708.0,107319.0,25538.0
2023-03-28,698.25,181145.0,51076.0,706.25,107226.0,23356.0
2023-03-29,705.5,179889.0,77189.0,711.5,107701.0,34255.0
2023-03-30,691.25,179012.0,45510.0,702.5,110451.0,26666.0
2023-03-31,691.25,175333.0,58011.0,702.5,112773.0,31371.0
2023-04-03,695.0,173402.0,51071.0,705.25,114001.0,34632.0
2023-04-04,691.25,170404.0,44904.0,702.5,116228.0,28667.0
2023-04-05,680.75,172227.0,56289.0,695.0,121524.0,36939.0
2023-04-06,674.0,170593.0,55620.0,683.0,122657.0,39500.0
2023-04-07,674.0,170593.0,,683.0,122657.0,
2023-04-10,679.25,158037.0,67549.0,681.0,125527.0,55582.0
2023-04-11,674.0,144037.0,114948.0,683.25,145362.0,95359.0
2023-04-12,678.5,124742.0,111542.0,685.0,153037.0,105265.0
2023-04-13,666.5,104715.0,91658.0,674.75,170015.0,88565.0
2023-04-14,684.25,91650.0,81450.0,690.0,184255.0,78884.0
2023-04-17,694.75,78609.0,71093.0,707.0,187637.0,74507.0
2023-04-18,697.25,68651.0,44586.0,705.0,190499.0,60095.0
2023-04-19,680.75,61947.0,31370.0,691.25,194301.0,52042.0
2023-04-20,667.25,54506.0,36941.0,678.0,197120.0,56696.0
2023-04-21,661.5,40556.0,34367.0,676.0,206646.0,61307.0
2023-04-24,643.25,29683.0,25969.0,656.0,209430.0,74613.0
2023-04-25,638.0,17390.0,26652.0,653.0,212364.0,85290.0
2023-04-26,625.25,9626.0,18041.0,643.75,215776.0,63261.0
2023-04-27,535.0,1840.0,18402.0,629.75,220221.0,88176.0
2023-04-28,620.0,1025.0,1022.0,632.75,221337.0,61854.0
2023-05-01,601.5,830.0,1106.0,619.0,226874.0,62946.0
2023-05-02,510.0,398.0,406.0,609.75,229505.0,64269.0
2023-05-03,510.0,308.0,352.0,640.25,226601.0,98282.0
2023-05-04,510.0,177.0,187.0,644.25,222236.0,72438.0
2023-05-05,510.0,102.0,78.0,658.5,219203.0,70364.0
2023-05-08,,27.0,24.0,653.25,214883.0,62820.0
2023-05-09,,15.0,8.0,644.0,213610.0,59773.0
2023-05-10,,50.0,42.0,640.0,211266.0,59987.0
2023-05-11,,22.0,22.0,627.0,213639.0,53457.0
2023-05-12,,65.0,66.0,634.5,214200.0,74154.0
2023-05-15,663.0,210644.0,67502.0,674.25,67422.0,19541.0
2023-05-16,647.0,210578.0,62562.0,652.5,68212.0,23746.0
2023-05-17,623.5,211775.0,98456.0,628.75,66534.0,31650.0
2023-05-18,611.0,212456.0,59509.0,624.5,66753.0,18294.0
2023-05-19,605.5,213197.0,62743.0,614.0,68584.0,21602.0
2023-05-22,606.0,212803.0,60942.0,610.0,71146.0,23664.0
2023-05-23,622.0,213430.0,57431.0,627.0,72087.0,17104.0
2023-05-24,606.0,215663.0,61465.0,610.0,73830.0,19053.0
2023-05-25,605.0,215594.0,53306.0,616.25,77287.0,18858.0
2023-05-26,616.75,210664.0,48350.0,621.0,79590.0,19658.0
2023-05-30,591.0,212205.0,74481.0,604.0,79691.0,32921.0
2023-05-31,593.25,207595.0,73773.0,611.0,80587.0,29651.0
2023-06-01,610.75,201422.0,80028.0,609.75,82799.0,34522.0
2023-06-02,620.0,198736.0,69362.0,633.0,85926.0,26527.0
2023-06-05,623.75,195652.0,69485.0,636.25,87501.0,29659.0
2023-06-06,627.0,197043.0,113883.0,636.5,91843.0,62270.0
2023-06-07,616.25,179671.0,89270.0,626.0,100074.0,48479.0
2023-06-08,625.5,170063.0,98911.0,638.25,107698.0,69601.0
2023-06-09,630.0,152384.0,113037.0,635.75,114199.0,86367.0
2023-06-12,634.0,135985.0,91968.0,645.25,124455.0,61301.0
2023-06-13,637.0,119912.0,106163.0,648.0,134365.0,69668.0
2023-06-14,629.75,109986.0,70761.0,641.25,141131.0,57053.0
2023-06-15,661.0,100513.0,72093.0,667.5,143398.0,57069.0
2023-06-16,686.5,87511.0,99940.0,690.0,142622.0,85155.0
2023-06-20,693.5,73008.0,76040.0,696.75,144608.0,68485.0
2023-06-21,734.0,64518.0,59228.0,746.75,145527.0,72233.0
2023-06-22,739.0,55987.0,49752.0,750.0,144176.0,74960.0
2023-06-23,730.5,32980.0,52472.0,740.0,144025.0,81324.0
2023-06-26,721.75,23185.0,37363.0,735.25,145593.0,95716.0
2023-06-27,682.75,16426.0,21844.0,699.0,141166.0,73256.0
2023-06-28,625.25,8595.0,19744.0,669.0,143063.0,70475.0
2023-06-29,653.0,2083.0,13944.0,668.75,144683.0,57733.0
2023-06-30,625.25,1476.0,1368.0,646.0,146911.0,68030.0
2023-07-03,625.25,1200.0,694.0,639.0,150653.0,53440.0
2023-07-05,625.25,680.0,288.0,673.0,148394.0,73233.0
2023-07-06,625.25,316.0,194.0,657.0,149172.0,57251.0
2023-07-07,625.25,282.0,57.0,649.75,148309.0,48552.0
2023-07-10,625.25,265.0,23.0,645.5,149390.0,46427.0
2023-07-11,625.25,95.0,119.0,658.75,149129.0,45270.0
2023-07-12,600.0,25.0,12.0,632.75,150097.0,70490.0
2023-07-13,600.0,21.0,24.0,639.5,150341.0,63331.0
2023-07-14,,52.0,52.0,659.25,150834.0,55640.0
2023-07-17,653.0,150304.0,73578.0,671.25,88655.0,29815.0
2023-07-18,669.0,147830.0,54946.0,685.75,89020.0,24937.0
2023-07-19,721.75,143508.0,148746.0,743.5,92090.0,74828.0
2023-07-20,727.0,141840.0,136382.0,740.0,94578.0,73442.0
2023-07-21,695.25,140169.0,95069.0,718.0,97059.0,44873.0
2023-07-24,752.25,140114.0,96764.0,770.0,97913.0,54930.0
2023-07-25,760.25,135860.0,107919.0,779.5,100189.0,50436.0
2023-07-26,718.75,134946.0,105761.0,740.0,102328.0,48287.0
2023-07-27,712.5,133217.0,75102.0,735.0,102393.0,37196.0
2023-07-28,704.0,133307.0,74606.0,725.0,103916.0,39623.0
2023-07-31,665.75,131458.0,104577.0,692.0,105518.0,66907.0
2023-08-01,652.0,131326.0,69422.0,679.0,109534.0,42325.0
2023-08-02,639.75,132801.0,90376.0,669.0,111884.0,48744.0
2023-08-03,627.0,135053.0,65703.0,654.0,114493.0,44501.0
2023-08-04,635.25,135007.0,70991.0,659.75,117856.0,48924.0
2023-08-07,656.0,122831.0,104532.0,677.25,127617.0,78445.0
2023-08-08,653.0,114354.0,81628.0,679.0,133974.0,60298.0
2023-08-09,635.0,105048.0,70504.0,662.25,144030.0,55088.0
2023-08-10,637.5,94970.0,67426.0,662.5,152062.0,59667.0
2023-08-11,626.25,85608.0,72254.0,661.0,164315.0,67306.0
2023-08-14,613.25,81278.0,56037.0,638.0,171070.0,54594.0
2023-08-15,597.0,77313.0,52402.0,624.0,179947.0,67722.0
2023-08-16,598.0,75175.0,41338.0,620.75,187407.0,56036.0
2023-08-17,588.75,70904.0,31435.0,617.0,192033.0,44109.0
2023-08-18,613.0,66284.0,32904.0,638.0,194562.0,47725.0
2023-08-21,598.75,63121.0,24478.0,624.0,195422.0,42372.0
2023-08-22,602.0,57699.0,26011.0,628.0,200237.0,42768.0
2023-08-23,612.5,53963.0,22591.0,637.5,201801.0,42320.0
2023-08-24,603.5,47388.0,21786.0,631.0,201885.0,40837.0
2023-08-25,590.5,30334.0,28997.0,623.0,200764.0,56651.0
2023-08-28,587.75,21107.0,21644.0,616.5,205691.0,46802.0
2023-08-29,565.25,9405.0,27766.0,601.5,211442.0,68848.0
2023-08-30,518.0,3225.0,12815.0,605.75,217010.0,64121.0
2023-08-31,,1975.0,1699.0,601.5,218801.0,66515.0
2023-09-01,,666.0,725.0,596.25,222594.0,52173.0
2023-09-05,,388.0,104.0,599.0,227008.0,50088.0
2023-09-06,,300.0,309.0,609.0,225851.0,45236.0
2023-09-07,,244.0,152.0,599.0,224916.0,42727.0
2023-09-08,,202.0,50.0,594.5,226377.0,45764.0
2023-09-11,,249.0,189.0,584.5,229981.0,50810.0
2023-09-12,,83.0,167.0,586.75,232878.0,64491.0
2023-09-13,,38.0,42.0,595.25,237408.0,65351.0
2023-09-14,,95.0,95.0,593.0,237139.0,55236.0
2023-09-15,603.75,237313.0,65394.0,628.0,80486.0,25962.0
2023-09-18,589.75,240400.0,64919.0,614.0,80446.0,24242.0
2023-09-19,584.0,241633.0,58587.0,608.0,80706.0,17608.0
2023-09-20,587.5,244151.0,63637.0,615.0,81887.0,21738.0
2023-09-21,575.75,246258.0,50330.0,603.0,81639.0,14482.0
2023-09-22,578.5,246292.0,45559.0,601.25,82827.0,13784.0
2023-09-25,589.25,246208.0,44697.0,605.25,82196.0,13166.0
2023-09-26,589.0,248739.0,48882.0,610.0,81801.0,18133.0
2023-09-27,579.75,251115.0,55807.0,603.75,81011.0,19953.0
2023-09-28,579.5,253294.0,43969.0,602.5,81840.0,16596.0
2023-09-29,542.25,259398.0,123780.0,575.0,85787.0,47665.0
2023-10-02,565.5,258071.0,96364.0,589.0,87549.0,36653.0
2023-10-03,567.75,251536.0,75409.0,595.0,86002.0,34339.0
2023-10-04,559.0,250330.0,66479.0,578.25,88987.0,31511.0
2023-10-05,578.0,244317.0,69807.0,605.0,88357.0,29068.0
2023-10-06,569.0,240061.0,50140.0,595.5,87785.0,20813.0
2023-10-09,573.25,238645.0,46092.0,602.75,88222.0,18536.0
2023-10-10,558.75,238496.0,48419.0,586.75,89046.0,19643.0
2023-10-11,556.25,241618.0,43895.0,589.0,90267.0,19916.0
2023-10-12,571.75,243156.0,83008.0,591.25,92264.0,38492.0
2023-10-13,579.25,235425.0,87479.0,606.0,93107.0,44310.0
2023-10-16,578.5,230511.0,56769.0,603.25,93215.0,28165.0
2023-10-17,571.0,231011.0,53405.0,597.0,93425.0,26787.0
2023-10-18,580.25,233288.0,52739.0,605.75,95553.0,23247.0
2023-10-19,594.0,234241.0,65379.0,620.0,96640.0,26183.0
2023-10-20,583.0,228386.0,81524.0,610.5,96670.0,31900.0
2023-10-23,586.0,228533.0,48387.0,613.0,98114.0,16609.0
2023-10-24,578.75,226723.0,47630.0,605.0,98442.0,17924.0
2023-10-25,568.0,231256.0,57951.0,597.0,100695.0,25130.0
2023-10-26,579.0,230198.0,72437.0,601.0,102653.0,32619.0
2023-10-27,575.25,229581.0,48608.0,601.0,105057.0,20243.0
2023-10-30,566.0,229406.0,60510.0,593.0,108156.0,30570.0
2023-10-31,558.0,232771.0,72016.0,583.0,109822.0,36833.0
2023-11-01,561.25,230448.0,58783.0,587.0,111234.0,29726.0
2023-11-02,564.0,224162.0,53492.0,591.0,112324.0,27786.0
2023-11-03,572.0,219871.0,41970.0,595.0,114402.0,23297.0
2023-11-06,574.5,216542.0,68699.0,601.0,120003.0,41660.0
2023-11-07,571.0,201830.0,106304.0,597.0,125331.0,78504.0
2023-11-08,589.5,176362.0,144369.0,610.5,133772.0,98360.0
2023-11-09,580.5,161417.0,85078.0,604.0,140466.0,57541.0
2023-11-10,575.0,152037.0,68735.0,599.25,153900.0,48074.0
2023-11-13,580.0,137899.0,80609.0,601.5,175474.0,70754.0
2023-11-14,572.0,125271.0,65166.0,595.25,179834.0,59709.0
2023-11-15,560.25,108268.0,83309.0,587.5,195966.0,80042.0
2023-11-16,553.5,99527.0,57404.0,580.0,206217.0,67925.0
2023-11-17,552.0,87945.0,51395.0,575.5,218159.0,63689.0
2023-11-20,543.25,79810.0,42772.0,571.0,227548.0,56489.0
2023-11-21,554.25,68908.0,43240.0,581.75,238317.0,69087.0
2023-11-22,556.75,60774.0,29106.0,583.5,240784.0,57250.0
2023-11-24,549.0,45392.0,26202.0,575.75,244835.0,45784.0
2023-11-27,532.0,28986.0,41484.0,561.0,254109.0,97007.0
2023-11-28,543.0,13165.0,31630.0,573.25,253045.0,84851.0
2023-11-29,546.75,2347.0,19771.0,585.75,254695.0,72626.0
2023-11-30,546.75,773.0,1556.0,597.5,253792.0,78520.0
2023-12-01,,414.0,665.0,602.0,254531.0,72327.0
2023-12-04,,377.0,371.0,617.75,250050.0,95896.0
2023-12-05,,334.0,582.0,630.0,244989.0,99869.0
2023-12-06,,169.0,50.0,631.75,226856.0,113132.0
2023-12-07,,159.0,93.0,642.0,212015.0,97744.0
2023-12-08,,152.0,17.0,631.75,203950.0,74699.0
2023-12-11,,241.0,198.0,610.0,198756.0,66113.0
2023-12-12,,147.0,145.0,625.0,193330.0,55336.0
2023-12-13,,217.0,214.0,606.25,194630.0,57314.0
2023-12-14,,111.0,149.0,616.25,191989.0,46870.0
2023-12-15,629.0,188020.0,52711.0,632.0,58679.0,17742.0
2023-12-18,618.25,186645.0,43591.0,628.0,60376.0,12046.0
2023-12-19,621.5,185203.0,42919.0,630.0,60282.0,11060.0
2023-12-20,610.75,185226.0,39373.0,620.0,60274.0,11831.0
2023-12-21,613.0,184824.0,33648.0,623.25,62384.0,12255.0
2023-12-22,615.25,185348.0,26134.0,625.0,62698.0,8751.0
2023-12-26,636.0,184370.0,40674.0,644.25,63971.0,16145.0
2023-12-27,624.0,182672.0,38063.0,630.5,64260.0,10282.0
2023-12-28,632.0,179955.0,32254.0,636.5,63582.0,9557.0
2023-12-29,627.5,182004.0,34752.0,635.0,63560.0,10864.0
2024-01-02,608.0,184716.0,61472.0,620.0,64717.0,21819.0
2024-01-03,602.0,187441.0,63996.0,610.5,64363.0,24189.0
2024-01-04,612.0,182916.0,63693.0,611.5,64776.0,20839.0
2024-01-05,616.75,179908.0,43101.0,625.0,64800.0,13242.0
2024-01-08,596.0,185514.0,70376.0,605.5,66777.0,22033.0
2024-01-09,609.0,179179.0,57128.0,612.5,67973.0,17932.0
2024-01-10,609.5,179429.0,40391.0,613.75,69569.0,17240.0
2024-01-11,603.5,180912.0,38907.0,615.0,71216.0,14719.0
2024-01-12,596.25,186287.0,82712.0,600.0,71658.0,31326.0
2024-01-16,581.0,192233.0,61371.0,595.75,72532.0,16807.0
2024-01-17,582.25,192693.0,69550.0,592.0,73822.0,25816.0
2024-01-18,586.0,195881.0,50947.0,593.5,75683.0,19081.0
2024-01-19,592.5,194919.0,48393.0,595.0,76637.0,20647.0
2024-01-22,595.25,194395.0,36371.0,598.0,78070.0,13280.0
2024-01-23,598.0,191712.0,42176.0,600.0,79777.0,16533.0
2024-01-24,611.25,190939.0,56703.0,618.0,79720.0,18995.0
2024-01-25,611.25,188135.0,54705.0,622.0,77511.0,24570.0
2024-01-26,601.5,191967.0,69590.0,605.0,79575.0,25919.0
2024-01-29,594.25,191700.0,41478.0,598.5,79863.0,17688.0
2024-01-30,604.5,190242.0,51993.0,609.0,83465.0,21687.0
2024-01-31,597.0,191316.0,43147.0,601.0,84986.0,19981.0
2024-02-01,601.0,189271.0,62577.0,605.5,88135.0,31098.0
2024-02-02,601.25,182399.0,66721.0,602.0,85884.0,30946.0
2024-02-05,590.75,183715.0,51236.0,599.25,88456.0,24509.0
2024-02-06,595.0,179487.0,47583.0,597.25,93522.0,27055.0
2024-02-07,600.75,166120.0,79577.0,600.25,99346.0,47155.0
2024-02-08,590.5,152739.0,78673.0,594.75,104452.0,51826.0
2024-02-09,597.5,133849.0,100815.0,600.5,116591.0,71437.0
2024-02-12,597.0,120147.0,69031.0,597.75,127625.0,56973.0
2024-02-13,598.25,100813.0,82483.0,597.0,138745.0,73747.0
2024-02-14,585.0,90134.0,84588.0,583.0,149823.0,73642.0
2024-02-15,566.0,80120.0,79696.0,566.25,158595.0,72288.0
2024-02-16,560.5,74390.0,53034.0,556.0,169167.0,62158.0
2024-02-20,581.0,61067.0,53102.0,577.5,171146.0,76260.0
2024-02-21,582.5,53609.0,35041.0,577.5,174697.0,54183.0
2024-02-22,583.25,43877.0,40227.0,579.25,180136.0,78002.0
