Security,C 1 COMB Comdty,
Start Date,12/9/2020 0:00,
End Date,12/10/2025 0:00,
Period,D,
Currency,USd,
,,
Date,PX_LAST,PX_VOLUME
10/20/2021,539.25,129884
10/19/2021,530.25,119081
10/18/2021,532.75,119583
10/15/2021,525.75,130243
10/14/2021,516.75,140335
10/13/2021,512.25,203330
10/12/2021,522.5,196596
10/11/2021,533,104166
10/8/2021,530.5,95481
10/7/2021,534,104997
10/6/2021,532.25,126943
10/5/2021,537.5,119598
10/4/2021,540.75,132923
10/1/2021,541.5,135599
9/30/2021,536.75,222135
9/29/2021,539,107220
9/28/2021,532.5,125830
9/27/2021,539.5,144946
9/24/2021,526.75,93098
9/23/2021,529.25,95990
9/22/2021,525.5,112326
9/21/2021,517,119145
9/20/2021,521.75,125356
9/17/2021,527.25,109533
9/16/2021,529.5,118905
9/15/2021,533.5,152827
9/14/2021,503,81
9/13/2021,496.75,313
9/10/2021,502.75,370
9/9/2021,496,164
9/8/2021,498.25,451
9/7/2021,495.75,734
9/3/2021,508,967
9/2/2021,516.25,1319
9/1/2021,515.5,5192
8/31/2021,534,8135
8/30/2021,540.25,73569
8/27/2021,558,107357
8/26/2021,552.75,73859
8/25/2021,551.25,80083
8/24/2021,544.5,82653
8/23/2021,538,50271
8/20/2021,538.75,83003
8/19/2021,550,90493
8/18/2021,561.75,64048
8/17/2021,558.25,67739
8/16/2021,564.75,60693
8/13/2021,568.25,97466
8/12/2021,567,247372
8/11/2021,556.25,184260
8/10/2021,549.25,143634
8/9/2021,550.25,144339
8/6/2021,555,142762
8/5/2021,555.75,92967
8/4/2021,545.75,70049
8/3/2021,550.5,95208
8/2/2021,558.75,83836
7/30/2021,547,65198
7/29/2021,558,71556
7/28/2021,549.25,62378
7/27/2021,548.75,67236
7/26/2021,549.75,72948
7/23/2021,547.25,81447
7/22/2021,564.5,81023
7/21/2021,571.75,78998
7/20/2021,571.75,77004
7/19/2021,556,67343
7/16/2021,556,83019
7/15/2021,564.25,69356
7/14/2021,683,26
7/13/2021,677,329
7/12/2021,669.25,431
7/9/2021,629.75,530
7/8/2021,638,497
7/7/2021,652.5,590
7/6/2021,656,1707
7/2/2021,697.25,4751
7/1/2021,719.75,4706
6/30/2021,720,18226
6/29/2021,694.5,58727
6/28/2021,675.5,83833
6/25/2021,636.5,123016
6/24/2021,653.25,143749
6/23/2021,664.25,127090
6/22/2021,659.75,145930
6/21/2021,659.25,127442
6/18/2021,655.25,184523
6/17/2021,633,192026
6/16/2021,673,169908
6/15/2021,667.5,176454
6/14/2021,659.25,159570
6/11/2021,684.5,233946
6/10/2021,699,256320
6/9/2021,690.75,214261
6/8/2021,680,224000
6/7/2021,679.25,254039
6/4/2021,682.75,142300
6/3/2021,662,166363
6/2/2021,675,163861
6/1/2021,688.75,163972
5/28/2021,656.75,150329
5/27/2021,664.5,160605
5/26/2021,624.5,182610
5/25/2021,620.25,211650
5/24/2021,657.25,106865
5/21/2021,659.5,109618
5/20/2021,664.5,119730
5/19/2021,658.25,136686
5/18/2021,658.25,161908
5/17/2021,652.5,185347
5/14/2021,685,28
5/13/2021,719,307
5/12/2021,757.5,328
5/11/2021,759.5,404
5/10/2021,748,814
5/7/2021,772.75,680
5/6/2021,759.5,2419
5/5/2021,753.25,1778
5/4/2021,744.75,1827
5/3/2021,732.25,3094
4/30/2021,740,9862
4/29/2021,702,30786
4/28/2021,686.25,107987
4/27/2021,695.5,166136
4/26/2021,680.5,157505
4/23/2021,655.5,157732
4/22/2021,650.5,147251
4/21/2021,625.5,163261
4/20/2021,606.5,180193
4/19/2021,592,105991
4/16/2021,585.5,165261
4/15/2021,590,176855
4/14/2021,594,242724
4/13/2021,580,225715
4/12/2021,569,198642
4/9/2021,577.25,249738
4/8/2021,579.75,258786
4/7/2021,560.5,158002
4/6/2021,554.25,134848
4/5/2021,553.25,143679
4/2/2021,559.75,#N/A N/A
4/1/2021,559.75,249753
3/31/2021,564.25,145896
3/30/2021,539.25,136033
3/29/2021,546.75,119797
3/26/2021,552.5,124031
3/25/2021,546.5,142181
3/24/2021,553.25,92011
3/23/2021,551.25,122094
3/22/2021,549,129296
3/19/2021,557.75,158521
3/18/2021,546.5,157912
3/17/2021,558,129647
3/16/2021,554.25,132710
3/15/2021,549.5,140615
3/12/2021,549.25,66
3/11/2021,555,672
3/10/2021,547.75,1986
3/9/2021,562,2224
3/8/2021,565,2320
3/5/2021,562,1441
3/4/2021,546.25,2129
3/3/2021,550.25,3809
3/2/2021,560.75,8112
3/1/2021,547.5,6534
2/26/2021,555.5,21395
2/25/2021,554.75,128538
2/24/2021,559.25,174397
2/23/2021,553.75,134967
2/22/2021,551,140629
2/19/2021,542.75,203468
2/18/2021,550.25,123409
2/17/2021,553,121352
2/16/2021,552.25,146173
2/12/2021,538.75,117970
2/11/2021,541,261046
2/10/2021,534.5,285720
2/9/2021,556.25,390741
2/8/2021,563.75,267647
2/5/2021,548.5,216445
2/4/2021,550,217079
2/3/2021,552,210137
2/2/2021,543,175739
2/1/2021,549.25,219066
1/29/2021,547,279607
1/28/2021,534.5,252543
1/27/2021,534,223887
1/26/2021,532.25,232259
1/25/2021,511.5,264763
1/22/2021,500.5,289548
1/21/2021,524.25,169566
1/20/2021,522,217777
1/19/2021,526,188564
1/15/2021,531.5,167504
1/14/2021,534.25,210370
1/13/2021,524.5,327689
1/12/2021,517.25,248448
1/11/2021,492.25,176563
1/8/2021,496.25,163270
1/7/2021,494,185782
1/6/2021,495,202374
1/5/2021,491.75,219646
1/4/2021,483.75,265157
12/31/2020,484,168459
12/30/2020,474.5,163367
12/29/2020,466,191298
12/28/2020,456.5,145219
12/24/2020,451,74879
12/23/2020,447.25,147651
12/22/2020,443.5,140992
12/21/2020,440,141947
12/18/2020,437.5,128812
12/17/2020,432.5,119655
12/16/2020,427.25,111651
12/15/2020,424.75,98612
12/14/2020,419.25,200
12/11/2020,424.25,1724
12/10/2020,420.25,1262
12/9/2020,422,1079
