Security,S 2 COMB Comdty,
Start Date,12/9/2020 0:00,
End Date,12/10/2025 0:00,
Period,D,
Currency,USd,
,,
Date,PX_LAST,OPEN_INT
11/15/2024,1008.75,238193
11/14/2024,987.5,349854
11/13/2024,1007.75,348178
11/12/2024,1010.5,341359
11/11/2024,1022.25,337111
11/8/2024,1030.25,345003
11/7/2024,1026.25,358358
11/6/2024,1003.75,354389
11/5/2024,1001.75,351026
11/4/2024,997.25,352118
11/1/2024,993.75,351898
10/31/2024,994.5,351017
10/30/2024,991.25,350141
10/29/2024,979,341566
10/28/2024,986,326116
10/25/2024,997.5,317331
10/24/2024,1005,311907
10/23/2024,1005,308801
10/22/2024,1000.5,300788
10/21/2024,989.75,295248
10/18/2024,982.75,287274
10/17/2024,998,282011
10/16/2024,994,275019
10/15/2024,1003.5,254608
10/14/2024,1011.5,249141
10/11/2024,1021,236437
10/10/2024,1031.5,219204
10/9/2024,1037,210464
10/8/2024,1034.5,195070
10/7/2024,1052.5,181942
10/4/2024,1056,174617
10/3/2024,1064.5,169374
10/2/2024,1074.25,165856
10/1/2024,1075.5,162652
9/30/2024,1075.25,160077
9/27/2024,1083,165124
9/26/2024,1059.25,163171
9/25/2024,1071.75,159853
9/24/2024,1060.5,158908
9/23/2024,1056.75,156624
9/20/2024,1029.5,153398
9/19/2024,1031.25,149680
9/18/2024,1032,145881
9/17/2024,1024.75,142615
9/16/2024,1023.5,136659
9/13/2024,1006.25,409029
9/12/2024,1010.75,409190
9/11/2024,1000.5,411384
9/10/2024,997.25,414208
9/9/2024,1018,416302
9/6/2024,1005,424980
9/5/2024,1023.5,421039
9/4/2024,1021.5,424919
9/3/2024,1012,432300
8/30/2024,1000,435884
8/29/2024,992.5,434994
8/28/2024,977,436854
8/27/2024,986.5,434417
8/26/2024,980.75,431593
8/23/2024,973,433699
8/22/2024,961.5,431292
8/21/2024,981.5,428729
8/20/2024,976,424384
8/19/2024,976,424942
8/16/2024,957,426048
8/15/2024,968.5,423640
8/14/2024,952.25,55739
8/13/2024,947.25,58323
8/12/2024,971.25,58410
8/9/2024,988.75,60162
8/8/2024,993.5,61932
8/7/2024,1005.25,63421
8/6/2024,1014,64340
8/5/2024,1031.5,64436
8/2/2024,1018,64727
8/1/2024,1009,64244
7/31/2024,1014.5,62626
7/30/2024,1011,62308
7/29/2024,1030,61304
7/26/2024,1042,60447
7/25/2024,1074.5,59377
7/24/2024,1060.25,59847
7/23/2024,1071.75,59019
7/22/2024,1064.75,57834
7/19/2024,1036.75,59988
7/18/2024,1040.75,57537
7/17/2024,1038.25,56679
7/16/2024,1037.75,52685
7/15/2024,1033.75,51266
7/12/2024,1105,90503
7/11/2024,1117,92338
7/10/2024,1113.25,93665
7/9/2024,1131.25,95208
7/8/2024,1149,94496
7/5/2024,1166.25,96488
7/3/2024,1157.75,96986
7/2/2024,1150.25,96611
7/1/2024,1146,94582
6/28/2024,1133.5,94199
6/27/2024,1136.25,93836
6/26/2024,1142.25,93339
6/25/2024,1145.5,88342
6/24/2024,1160.5,84991
6/21/2024,1147,83803
6/20/2024,1139.75,81284
6/18/2024,1156,78758
6/17/2024,1146,77809
6/14/2024,1168.25,73265
6/13/2024,1178.25,69446
6/12/2024,1166.75,71326
6/11/2024,1171.75,71595
6/10/2024,1182.75,74704
6/7/2024,1176.75,72945
6/6/2024,1193.5,70905
6/5/2024,1174.25,70938
6/4/2024,1177.5,70077
6/3/2024,1182.5,66693
5/31/2024,1203.5,63423
5/30/2024,1208,61175
5/29/2024,1213.75,58921
5/28/2024,1229,54570
5/24/2024,1245,52590
5/23/2024,1237.75,50620
5/22/2024,1243.25,48011
5/21/2024,1234,47028
5/20/2024,1243,46877
5/17/2024,1225.25,47144
5/16/2024,1216.75,45562
5/15/2024,1216.25,45914
5/14/2024,1214.5,348960
5/13/2024,1219.5,351526
5/10/2024,1219,353089
5/9/2024,1208.5,350114
5/8/2024,1227.75,359838
5/7/2024,1246.5,369720
5/6/2024,1248.75,378455
5/3/2024,1215,388687
5/2/2024,1199,396742
5/1/2024,1170.25,387079
4/30/2024,1163,380807
4/29/2024,1182,378697
4/26/2024,1177.25,368310
4/25/2024,1179.75,369674
4/24/2024,1181.5,373436
4/23/2024,1182,368742
4/22/2024,1176.5,370508
4/19/2024,1165.75,366200
4/18/2024,1149,356022
4/17/2024,1164.25,351205
4/16/2024,1160,343893
4/15/2024,1172,328761
4/12/2024,1186.75,319738
4/11/2024,1172.5,309151
4/10/2024,1178,286733
4/9/2024,1187.75,277453
4/8/2024,1194.25,260683
4/5/2024,1196.75,254285
4/4/2024,1192.25,244492
4/3/2024,1195.25,240353
4/2/2024,1187.75,234798
4/1/2024,1199.5,230158
3/29/2024,#N/A N/A,223142
3/28/2024,1205.25,223142
3/27/2024,1206.5,215782
3/26/2024,1212.5,215565
3/25/2024,1221.75,210607
3/22/2024,1205.5,209887
3/21/2024,1225.75,207208
3/20/2024,1223.25,200862
3/19/2024,1200.25,201062
3/18/2024,1202.25,194695
3/15/2024,1212.5,193807
3/14/2024,1195.25,341709
3/13/2024,1196.75,343586
3/12/2024,1196,344778
3/11/2024,1179.25,344224
3/8/2024,1184,346116
3/7/2024,1166.25,349012
3/6/2024,1148.25,347516
3/5/2024,1149,344165
3/4/2024,1155,338263
3/1/2024,1151.25,340916
2/29/2024,1140.75,342426
2/28/2024,1145.25,345060
2/27/2024,1140.75,339612
2/26/2024,1145.25,335584
2/23/2024,1141.75,331820
2/22/2024,1152.5,320350
2/21/2024,1165,318564
2/20/2024,1183.5,311617
2/16/2024,1176.25,306906
2/15/2024,1166,300479
2/14/2024,1176.25,289289
2/13/2024,1191.75,272681
2/12/2024,1197.75,253052
2/9/2024,1190,239441
2/8/2024,1199.75,231449
2/7/2024,1197.5,217570
2/6/2024,1208.25,206206
2/5/2024,1204.75,198575
2/2/2024,1198.25,191493
2/1/2024,1213.75,187093
1/31/2024,1232.75,180657
1/30/2024,1227.75,182662
1/29/2024,1205,179399
1/26/2024,1216.25,170841
1/25/2024,1230.25,173135
1/24/2024,1246.5,174326
1/23/2024,1247,173034
1/22/2024,1233,170084
1/19/2024,1223,164370
1/18/2024,1224.25,161030
1/17/2024,1218.25,155457
1/16/2024,1238.5,153640
1/12/2024,1224.25,294702
1/11/2024,1236.5,297261
1/10/2024,1236.5,300696
1/9/2024,1248.5,294856
1/8/2024,1245.5,295155
1/5/2024,1256.25,291770
1/4/2024,1267.5,290914
1/3/2024,1277,289776
1/2/2024,1273.5,293134
12/29/2023,1298,289047
12/28/2023,1312,284897
12/27/2023,1320.5,276952
12/26/2023,1319,271990
12/22/2023,1306.25,270679
12/21/2023,1301.75,269127
12/20/2023,1315.75,261791
12/19/2023,1322.5,267542
12/18/2023,1340,262846
12/15/2023,1331.5,255918
12/14/2023,1332,244252
12/13/2023,1326.25,237133
12/12/2023,1342.75,229254
12/11/2023,1353.25,217790
12/8/2023,1323,206348
12/7/2023,1330.25,197706
12/6/2023,1315.5,187148
12/5/2023,1326.5,184329
12/4/2023,1326.5,180783
12/1/2023,1345.5,182734
11/30/2023,1362.25,184557
11/29/2023,1365.5,181360
11/28/2023,1364.75,178221
11/27/2023,1348.25,176842
11/24/2023,1348.75,175528
11/22/2023,1374.25,175775
11/21/2023,1393,171591
11/20/2023,1383.25,173989
11/17/2023,1356.5,173349
11/16/2023,1375,173526
11/15/2023,1399.5,172999
11/14/2023,1389.75,290063
11/13/2023,1382.5,290892
11/10/2023,1347.5,289366
11/9/2023,1343.5,288756
11/8/2023,1365.75,293957
11/7/2023,1362,290730
11/6/2023,1364,289199
11/3/2023,1351.75,284439
11/2/2023,1328.25,282493
11/1/2023,1315,279336
10/31/2023,1310.5,278026
10/30/2023,1307.25,275669
10/27/2023,1319.5,277649
10/26/2023,1300.25,271774
10/25/2023,1308.5,261631
10/24/2023,1314.5,249437
10/23/2023,1305.5,234678
10/20/2023,1320.25,225925
10/19/2023,1331.75,220639
10/18/2023,1329.25,210378
10/17/2023,1316.25,200719
10/16/2023,1305.75,191024
10/13/2023,1300,189400
10/12/2023,1308.75,183426
10/11/2023,1272.25,172345
10/10/2023,1289.25,169998
10/9/2023,1282.5,157815
10/6/2023,1284.5,152308
10/5/2023,1298.5,143906
10/4/2023,1292.25,142861
10/3/2023,1292,140504
10/2/2023,1296.75,142979
9/29/2023,1294.5,137099
9/28/2023,1319.25,132110
9/27/2023,1323,124739
9/26/2023,1321,127143
9/25/2023,1315.5,123793
9/22/2023,1313.5,121990
9/21/2023,1310.75,121414
9/20/2023,1336.25,121568
9/19/2023,1331.75,120713
9/18/2023,1332.75,120454
9/15/2023,1355.75,120012
9/14/2023,1360.5,325326
9/13/2023,1349.75,328636
9/12/2023,1346.5,327054
9/11/2023,1369,328813
9/8/2023,1363,332744
9/7/2023,1359.5,332994
9/6/2023,1376.25,326881
9/5/2023,1365,329188
9/1/2023,1369.25,331916
8/31/2023,1368.75,330116
8/30/2023,1386.75,333598
8/29/2023,1392.5,331089
8/28/2023,1405.75,331527
8/25/2023,1387.75,324923
8/24/2023,1371.75,322821
8/23/2023,1360.5,318300
8/22/2023,1346,315202
8/21/2023,1361.75,317104
8/18/2023,1353.25,312316
8/17/2023,1330,314688
8/16/2023,1323.5,312203
8/15/2023,1305.25,307905
8/14/2023,1353,33484
8/11/2023,1337.25,34257
8/10/2023,1352,35019
8/9/2023,1355.25,38773
8/8/2023,1353.5,40641
8/7/2023,1348.25,43086
8/4/2023,1387,45993
8/3/2023,1382,47395
8/2/2023,1376.5,51053
8/1/2023,1386.75,51765
7/31/2023,1370.5,53472
7/28/2023,1433,57558
7/27/2023,1453.5,59462
7/26/2023,1468.5,59043
7/25/2023,1450.5,58919
7/24/2023,1453.25,56830
7/21/2023,1429,56581
7/20/2023,1426.25,52976
7/19/2023,1432,51103
7/18/2023,1418.75,51848
7/17/2023,1407.25,52539
7/14/2023,1480.25,65323
7/13/2023,1484.75,64113
7/12/2023,1444.25,63473
7/11/2023,1471.5,66093
7/10/2023,1455.5,67624
7/7/2023,1427.75,70151
7/6/2023,1448.25,73723
7/5/2023,1468.75,76418
7/3/2023,1467.75,75345
6/30/2023,1442,71555
6/29/2023,1367.75,73249
6/28/2023,1361,69116
6/27/2023,1395.5,68326
6/26/2023,1424.5,67415
6/23/2023,1404,64506
6/22/2023,1418.25,63007
6/21/2023,1445,57198
6/20/2023,1408.25,52288
6/16/2023,1407.5,48704
6/15/2023,1368.5,46729
6/14/2023,1318.5,49279
6/13/2023,1321.75,52941
6/12/2023,1292.5,54454
6/9/2023,1296,54918
6/8/2023,1279.25,54302
6/7/2023,1267.25,56415
6/6/2023,1265.75,53260
6/5/2023,1261,51790
6/2/2023,1262.5,50755
6/1/2023,1244,49939
5/31/2023,1217.75,50568
5/30/2023,1219.5,50684
5/26/2023,1261,45387
5/25/2023,1249.75,41608
5/24/2023,1258.75,38613
5/23/2023,1258.75,38937
5/22/2023,1275.5,37685
5/19/2023,1248,35539
5/18/2023,1269.5,35300
5/17/2023,1274.75,34125
5/16/2023,1298.25,34099
5/15/2023,1328.25,34571
5/12/2023,1390,275654
5/11/2023,1405.5,276032
5/10/2023,1404,273809
5/9/2023,1414.25,271867
5/8/2023,1433.75,277305
5/5/2023,1436.5,277446
5/4/2023,1417.75,277582
5/3/2023,1417.5,277076
5/2/2023,1410.75,279857
5/1/2023,1427.5,281418
4/28/2023,1419.25,283388
4/27/2023,1403.75,281433
4/26/2023,1414.75,280185
4/25/2023,1417.5,284756
4/24/2023,1436,284000
4/21/2023,1449,279198
4/20/2023,1468.5,279718
4/19/2023,1478.75,274293
4/18/2023,1491,265996
4/17/2023,1485.5,257703
4/14/2023,1467.25,251557
4/13/2023,1473.25,242470
4/12/2023,1472.25,237847
4/11/2023,1471.25,230652
4/10/2023,1461.75,220542
4/7/2023,1462.5,213609
4/6/2023,1462.5,213609
4/5/2023,1477.75,213582
4/4/2023,1482.75,215467
4/3/2023,1495,210017
3/31/2023,1475.5,205859
3/30/2023,1447,206690
3/29/2023,1450.75,202457
3/28/2023,1444.5,196080
3/27/2023,1420.75,191137
3/24/2023,1406.25,186372
3/23/2023,1398.5,182683
3/22/2023,1425,177684
3/21/2023,1448.5,172952
3/20/2023,1466.75,173233
3/17/2023,1461.25,170936
3/16/2023,1476,170056
3/15/2023,1474.5,168542
3/14/2023,1493.75,313380
3/13/2023,1491.25,316881
3/10/2023,1507,321627
3/9/2023,1510.75,321464
3/8/2023,1517.75,318671
3/7/2023,1515.5,323470
3/6/2023,1529,327659
3/3/2023,1518.75,329440
3/2/2023,1509.25,326820
3/1/2023,1494.25,329951
2/28/2023,1479,329047
2/27/2023,1512.75,331945
2/24/2023,1519.25,329790
2/23/2023,1527.25,323993
2/22/2023,1534.75,322139
2/21/2023,1544,320623
2/17/2023,1522.25,296384
2/16/2023,1521.25,288999
2/15/2023,1519.5,278982
2/14/2023,1530,268366
2/13/2023,1536,258472
2/10/2023,1533.5,240990
2/9/2023,1511.75,225699
2/8/2023,1513.75,212808
2/7/2023,1510.25,204219
2/6/2023,1514.5,192284
2/3/2023,1525.5,183819
2/2/2023,1527.75,177721
2/1/2023,1516.5,171120
1/31/2023,1530.25,166640
1/30/2023,1529.5,162229
1/27/2023,1504.5,157301
1/26/2023,1514.75,152954
1/25/2023,1496.5,148980
1/24/2023,1486.5,149801
1/23/2023,1487.25,146824
1/20/2023,1501.75,142857
1/19/2023,1511.5,141212
1/18/2023,1521.5,136691
1/17/2023,1537.5,135798
1/13/2023,1527.75,315277
1/12/2023,1518.5,307376
1/11/2023,1493,299400
1/10/2023,1485,296787
1/9/2023,1488.5,292198
1/6/2023,1492.5,291526
1/5/2023,1470.75,295982
1/4/2023,1483.5,295669
1/3/2023,1492.25,294046
12/30/2022,1524,290229
12/29/2022,1516.25,286465
12/28/2022,1514.25,282248
12/27/2022,1489,274955
12/23/2022,1484.5,272554
12/22/2022,1472,265129
12/21/2022,1484.5,260524
12/20/2022,1479.75,253341
12/19/2022,1463.5,243452
12/16/2022,1483.75,237838
12/15/2022,1476.75,235781
12/14/2022,1485,231497
12/13/2022,1484.5,223103
12/12/2022,1465.5,210158
12/9/2022,1488.25,195853
12/8/2022,1490.25,189399
12/7/2022,1477.25,181050
12/6/2022,1461.5,170451
12/5/2022,1445,168938
12/2/2022,1446.5,165888
12/1/2022,1436.75,163203
11/30/2022,1475.5,160948
11/29/2022,1466,158592
11/28/2022,1462.75,156396
11/25/2022,1442.25,154668
11/23/2022,1442,151792
11/22/2022,1436.5,151488
11/21/2022,1441.75,150627
11/18/2022,1433.25,148957
11/17/2022,1422.25,145121
11/16/2022,1434.75,139589
11/15/2022,1461.75,139744
11/14/2022,1440.5,252373
11/11/2022,1450,253920
11/10/2022,1423,250272
11/9/2022,1452,256412
11/8/2022,1446.5,258187
11/7/2022,1450.25,258007
11/4/2022,1462.25,259520
11/3/2022,1437,256837
11/2/2022,1454,258154
11/1/2022,1447.75,259647
10/31/2022,1419.5,247860
10/28/2022,1400.25,245887
10/27/2022,1393.5,241534
10/26/2022,1393,241316
10/25/2022,1392.25,238678
10/24/2022,1381.25,233744
10/21/2022,1404.5,225402
10/20/2022,1400,221617
10/19/2022,1382.75,219766
10/18/2022,1382,214178
10/17/2022,1392.75,209171
10/14/2022,1392.75,204208
10/13/2022,1405.5,196705
10/12/2022,1405,188708
10/11/2022,1388,176241
10/10/2022,1385.75,170522
10/7/2022,1379.25,156187
10/6/2022,1370.5,150452
10/5/2022,1380.5,149199
10/4/2022,1393.5,148726
10/3/2022,1384,144417
9/30/2022,1375.5,144446
9/29/2022,1420.5,143932
9/28/2022,1416.25,156736
9/27/2022,1414,150197
9/26/2022,1416.25,142905
9/23/2022,1431.75,133467
9/22/2022,1463.25,128950
9/21/2022,1467,122198
9/20/2022,1484.5,113791
9/19/2022,1467.5,107959
9/16/2022,1455.25,104284
9/15/2022,1458,102933
9/14/2022,1455,327835
9/13/2022,1478.75,323587
9/12/2022,1488.25,319758
9/9/2022,1412.25,310158
9/8/2022,1386,309696
9/7/2022,1383.5,311935
9/6/2022,1398.75,308317
9/2/2022,1420.5,316105
9/1/2022,1394.75,316188
8/31/2022,1422.5,320211
8/30/2022,1432.5,318298
8/29/2022,1437.75,316874
8/26/2022,1461.25,315851
8/25/2022,1431.25,311541
8/24/2022,1457,313654
8/23/2022,1461,313884
8/22/2022,1435.25,312754
8/19/2022,1404,310177
8/18/2022,1405.25,311481
8/17/2022,1390,312741
8/16/2022,1381,314354
8/15/2022,1412.25,317804
8/12/2022,1535,26809
8/11/2022,1520.25,28677
8/10/2022,1509,30325
8/9/2022,1512.25,30598
8/8/2022,1464,31177
8/5/2022,1463.25,31935
8/4/2022,1461.25,33104
8/3/2022,1403.75,32352
8/2/2022,1415.75,33138
8/1/2022,1432,34070
7/29/2022,1487.25,35098
7/28/2022,1457,32581
7/27/2022,1424.5,30248
7/26/2022,1399.75,27009
7/25/2022,1356,25790
7/22/2022,1327.5,24444
7/21/2022,1317,24636
7/20/2022,1350.5,23504
7/19/2022,1375.5,23248
7/18/2022,1396.75,23390
7/15/2022,1359.5,22861
7/14/2022,1471.75,55353
7/13/2022,1484.75,56082
7/12/2022,1468.25,56782
7/11/2022,1522,59839
7/8/2022,1513.25,62223
7/7/2022,1485.25,63170
7/6/2022,1446.5,64600
7/5/2022,1439.25,65010
7/1/2022,1509.75,67297
6/30/2022,1560.5,67402
6/29/2022,1571.5,68085
6/28/2022,1556.5,63630
6/27/2022,1529.5,56858
6/24/2022,1520.75,54350
6/23/2022,1507.25,54545
6/22/2022,1564,55381
6/21/2022,1598.5,51721
6/17/2022,1622.25,51170
6/16/2022,1630.75,49545
6/15/2022,1613.75,47896
6/14/2022,1616.5,45674
6/13/2022,1627.75,43024
6/10/2022,1662,42028
6/9/2022,1679.75,39938
6/8/2022,1662.75,35803
6/7/2022,1653.75,34377
6/6/2022,1635.75,33413
6/3/2022,1633.75,33314
6/2/2022,1658.75,31989
6/1/2022,1625,30562
5/31/2022,1620.25,29925
5/27/2022,1663,29157
5/26/2022,1659.5,27932
5/25/2022,1620.5,26354
5/24/2022,1632.25,25326
5/23/2022,1628.75,24610
5/20/2022,1641.75,23810
5/19/2022,1630.5,23762
5/18/2022,1607,23749
5/17/2022,1624.25,23580
5/16/2022,1607.25,23126
5/13/2022,1646.5,302943
5/12/2022,1613.75,304400
5/11/2022,1606.75,309856
5/10/2022,1592.25,313102
5/9/2022,1585.25,313943
5/6/2022,1622,318462
5/5/2022,1647,322216
5/4/2022,1640.5,321844
5/3/2022,1630.5,321713
5/2/2022,1645.25,322789
4/29/2022,1684.75,322128
4/28/2022,1684.75,323333
4/27/2022,1692.75,318900
4/26/2022,1671.75,316081
4/25/2022,1675.25,309999
4/22/2022,1688,302707
4/21/2022,1719.5,299841
4/20/2022,1717,290020
4/19/2022,1691.75,281257
4/18/2022,1693.25,274605
4/15/2022,#N/A N/A,262978
4/14/2022,1665.25,262978
4/13/2022,1665,254783
4/12/2022,1660.5,239974
4/11/2022,1640.75,228736
4/8/2022,1668,214759
4/7/2022,1627,205901
4/6/2022,1603.5,199633
4/5/2022,1614,194822
4/4/2022,1589,193183
4/1/2022,1566.75,189736
3/31/2022,1598,187225
3/30/2022,1642.5,184230
3/29/2022,1623.75,184137
3/28/2022,1646.75,184493
3/25/2022,1688.5,181670
3/24/2022,1682.25,178530
3/23/2022,1698.5,175239
3/22/2022,1678.75,172369
3/21/2022,1672.25,168587
3/18/2022,1645.75,169030
3/17/2022,1647.25,165633
3/16/2022,1626,164544
3/15/2022,1635.75,164431
3/14/2022,1670.5,283145
3/11/2022,1676,281366
3/10/2022,1686.25,291933
3/9/2022,1671.75,292164
3/8/2022,1689.75,296823
3/7/2022,1659.5,296905
3/4/2022,1660.5,297966
3/3/2022,1667.75,301430
